TimeStamp,88:75:56:8f:3d:d0,20:3a:07:f9:39:c1,88:75:56:8f:3d:d5,20:3a:07:f9:39:c2,20:3a:07:f9:39:c4,20:3a:07:f9:39:c0,20:3a:07:42:45:11,88:75:56:8f:3d:d4,20:3a:07:42:45:10,88:75:56:8f:3d:d2,88:75:56:8f:3d:d1,20:3a:07:f9:39:c5,20:3a:07:42:45:14,20:3a:07:42:45:12,20:3a:07:42:45:15,20:3a:07:42:45:1b,20:3a:07:42:45:1f,20:3a:07:42:45:1d,20:3a:07:42:45:1a,20:3a:07:42:45:1c,20:3a:07:42:45:1e,0c:d9:96:ca:15:42,0c:d9:96:ca:15:45,0c:d9:96:ca:15:41,0c:d9:96:ca:15:44,0c:d9:96:ca:15:40,34:a8:4e:cc:26:f4,34:a8:4e:cc:26:f2,34:a8:4e:cc:26:f5,34:a8:4e:cc:26:f1,34:a8:4e:cc:26:f0,88:75:56:8f:3d:dd,88:75:56:8f:3d:de,c0:62:6b:86:c4:30,c0:62:6b:86:c4:32,c0:62:6b:86:c4:35,c0:62:6b:86:c4:34,f0:25:72:a2:eb:e4,f0:25:72:a2:eb:e0,f0:25:72:a2:eb:e2,c0:62:6b:86:c4:31,f0:25:72:a2:eb:e1,88:75:56:6b:6a:55,c0:62:6b:86:c4:3c,34:a8:4e:cc:26:fa,34:a8:4e:cc:26:fc,c0:62:6b:86:c4:3a,34:a8:4e:cc:26:fe,c0:62:6b:86:c4:3e,88:75:56:6b:6a:54,88:75:56:6b:6a:50,34:a8:4e:cc:26:fd,c0:62:6b:86:c4:3d,88:75:56:6b:6a:52,c0:62:6b:86:c4:3b,34:a8:4e:cc:26:fb,34:a8:4e:cc:26:ff,a0:cf:5b:44:84:50,c0:62:6b:86:c4:3f,a0:cf:5b:44:84:55,88:75:56:6b:6a:5b,88:75:56:6b:6a:5d,88:75:56:6b:6a:5f,88:75:56:6b:6a:51,f0:25:72:a2:eb:e5,88:75:56:6b:6a:5a,88:75:56:6b:6a:5c,88:75:56:6b:6a:5e,a0:cf:5b:44:84:51,a0:cf:5b:44:84:52,a0:cf:5b:44:84:54,64:d8:14:32:64:d4,64:d8:14:32:64:d0,64:d8:14:32:64:d5,64:d8:14:c0:60:05,88:75:56:8f:3d:df,88:75:56:8f:3d:db,a0:cf:5b:44:84:5b,a0:cf:5b:44:84:5d,a0:cf:5b:44:84:5a,a0:cf:5b:44:84:5c,a0:cf:5b:44:84:5e,a0:cf:5b:44:84:5f,34:a8:4e:ab:ce:a4,34:a8:4e:ab:ce:a2,e0:d1:73:5b:cd:d2,e0:d1:73:5b:cd:d0,e0:d1:73:5b:cd:d4,e0:d1:73:5b:cd:d1,e0:d1:73:5b:cd:d5,e0:d1:73:5b:cd:dd,e0:d1:73:5b:cd:df,e0:d1:73:5b:cd:dc,e0:d1:73:5b:cd:da,e0:d1:73:5b:cd:de,e0:d1:73:5b:cd:db,7c:95:f3:17:0f:4f,64:d8:14:60:de:42,7c:95:f3:17:0f:40,7c:95:f3:17:0f:45,7c:95:f3:17:0f:4e,64:d8:14:60:de:45,64:d8:14:60:de:41,7c:95:f3:17:0f:41,7c:95:f3:17:0f:42,64:d8:14:60:de:40,64:d8:14:60:de:44,7c:95:f3:17:0f:44,7c:95:f3:17:0f:4d,7c:95:f3:17:0f:4a,7c:95:f3:17:0f:4c,7c:95:f3:17:0f:4b,64:d8:14:60:de:4b,64:d8:14:60:de:4f,64:d8:14:60:de:4d,64:d8:14:60:de:4a,64:d8:14:60:de:4c,64:d8:14:60:de:4e,64:d8:14:ad:ad:04,64:d8:14:c0:60:00,64:d8:14:ad:ad:00,34:a8:4e:ab:ce:a0,34:a8:4e:ab:ce:a5,64:d8:14:ad:ad:02,64:d8:14:32:64:d2,64:d8:14:ad:ad:05,34:a8:4e:ab:ce:a1,64:d8:14:32:64:d1,64:d8:14:c0:60:01,34:a8:4e:ab:ce:aa,64:d8:14:ad:ad:01,34:a8:4e:ab:ce:af,34:a8:4e:ab:ce:ac,64:d8:14:c0:60:0e,64:d8:14:c0:60:0c,34:a8:4e:ab:ce:ad,64:d8:14:c0:60:04,64:d8:14:c0:60:02,34:a8:4e:ab:ce:ae,64:d8:14:c0:60:0b,64:d8:14:c0:60:0d,64:d8:14:c0:60:0f,64:d8:14:c0:60:0a,34:a8:4e:ab:ce:ab,88:75:56:8f:3d:da
1454508340416,,,,,,,,,,,,,,,,,,,,,,-85,-86,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508341330,,,,,,,,,,,,,,,,,,,,,,-85,-86,-87,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508342198,,,,,,,,,,,,,,,,,,,,,,-85,-88,-87,-87,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508343079,,,,,,,,,,,,,,,,,,,,,,-89,-88,-87,-89,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508343955,,,,,,,,,,,,,,,,,,,,,,-89,-86,-84,-89,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508344850,,,,,,,,,,,,,,,,,,,,,,-89,-86,-84,-87,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508345737,,,,,,,,,,,,,,,,,,,,,,-89,-86,-85,-87,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508346631,,,,,,,,,,,,,,,,,,,,,,-86,-86,-85,-85,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508347521,,,,,-87,,,,,,,,,,,,,,,,,-86,-87,-85,-85,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508348403,,-84,,,-87,,,,,,,,,,,,,,,,,-83,-87,-85,-85,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508349283,,-84,,,-87,,,,,,,,,,,,,,,,,-83,-81,-82,-85,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508350182,,-87,,,-87,,,,,,,,,,,,,,,,,-85,-81,-82,-85,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508351087,,-87,,,-88,,,,,,,,,,,,,,,,,-85,-83,-83,-85,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508351977,,-87,,,-88,,,,,,,,,,,,,,,,,-82,-83,-81,-85,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508352868,,-87,,,-88,,,,,,,,,,,,,,,,,-82,-83,-81,-85,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508353750,,-87,,,-88,,,,,,,,,,,,,,,,,-83,-83,-83,-85,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508354618,,,,,-88,,,,,,,,,,,,,,,,,-83,-86,-83,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508355504,,-85,,,,,,,,,,,,,,,,,,,,-84,-86,-83,-83,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508356387,,-85,,,-85,-84,,,,,,,,,,,,,,,,-76,-86,-76,-83,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508357285,,-85,,-87,-85,-84,,,,,,,,,,,,,,,,-84,-86,-76,-87,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508358167,,-85,,-88,-86,-86,,,,,,,,,,,,,,,,-81,-86,-76,-87,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508359070,,-85,,-88,-86,-86,,,,,,,,,,,,,,,,-83,-86,-76,-83,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508359945,,-85,,-88,-86,-86,,,,,,,,,,,,,,,,-83,-85,-76,-83,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508360848,,-85,,-88,-86,-86,,,,,,,,,,,,,,,,-83,-85,,-85,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508361734,,-85,,-89,-86,-88,,,,,,,,,,,,,,,,-83,-85,,-85,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508362639,,-86,,-89,,-88,,,,,,,,,,,,,,,,-83,-85,,-84,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508363530,,-85,,-88,,-88,,,,,,,,,,,,,,,,-78,-77,,-80,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508364445,,-85,,-88,,-87,,,,,,-84,,,,,,,,,,-78,-77,,-80,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508365318,,-83,,-88,,-87,,,,,,-84,,,,,,,,,,-79,-77,,-78,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508366209,,-83,,-88,-86,-85,,,,,,-83,,,,,,,,,,-73,-77,-75,-78,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508367098,,-84,,-86,-86,-85,,,,,,-83,,,,,,,,,,-79,-77,-75,-80,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508367979,,-84,,-86,-83,-84,,,,,,-83,,,,,,,,,,-73,,-73,-80,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508368872,,-83,,-82,-83,-82,,,,,,-83,,,,,,,,,,-77,,-73,-77,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508369767,,-83,,-77,-83,-77,,,,,,-83,,,,,,,,,,-68,,-68,-77,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508370659,,-83,,-77,-83,-77,,,,,,,,,,,,,,,,-73,,-68,-74,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508371539,,-83,,-86,-85,-84,,,,,,,,,,,,,,,,-73,-76,-68,-74,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508372441,,-83,,-86,-85,-84,,,,,,,,,,,,,,,,-77,-76,-68,-77,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508373334,,,,-85,-85,-85,,,,,,,,,,,,,,,,-77,-80,-68,-77,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508374221,,,,-85,-85,-85,,,,,,-88,,,,,,,,,,-79,-80,-77,-79,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508375112,,,,-85,-86,-85,,,,,,-88,,,,,,,,,,-79,-83,-77,-79,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508376001,,,,-84,-86,-84,,,,,,-85,,,,,,,,,,-84,-83,-85,-79,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508376888,,,,-82,-82,-82,,,,,,-85,,,,,,,,,,-84,-84,-85,-79,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508377782,,,,-82,-82,-82,,,,,,-84,,,,,,,,,,-85,-84,-83,-79,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508378672,,-82,,-83,-82,-82,,,,,,-84,,,,,,,,,,-85,-83,-83,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508379556,,-82,,-85,-82,-85,,,,,,-86,,,,,,,,,,-81,-83,-81,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508380451,,-82,,-82,-82,-82,,,,,,-86,,,,,,,,,,-81,-83,-81,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508381366,,-82,,-81,-84,-82,,,,,,-86,,,,,,,,,,-81,-82,-81,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508382271,,-82,,-81,-84,-82,,,,,,-86,,,,,,,,,,-84,-82,-81,-85,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508383171,,-82,,-78,-79,-78,,,,,,-86,,,,,,,,,,-84,-86,-81,-85,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508384061,,-82,,-75,-79,-75,,,,,,-75,-89,,,,,,,,,-84,-86,-82,-85,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508384952,,-77,,-77,-79,-76,,,,,,-75,-89,,,,,,,,,-84,-86,-82,-81,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508385834,,-77,,-75,-76,-75,,,,,,-74,-89,-87,,,,,,,,-84,-86,-84,-81,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508386737,-87,-74,,-74,-76,-74,,,,,,-74,-89,-87,-87,,,,,,,-83,-86,-84,-82,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508387630,-87,-74,,-74,-74,-74,,,,,,-74,-89,-87,-87,,,,,,,-80,-82,-80,-82,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508388518,-87,-76,,-76,-74,-77,,-89,,,,-74,,-87,-87,,,,,,,-83,-82,-80,-83,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508389448,-87,-73,,-73,-74,-73,,-89,,,,-74,,-87,-87,,,,,,,-82,-82,-80,-82,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508390346,-87,-73,,-79,-79,-79,,-89,,,,-80,,,-87,,,,,,,-82,-82,-83,-82,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508391227,,-80,,-79,-79,-79,,-89,,,,-80,,,,,,,,,,-83,-82,-83,-83,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508392107,,-80,,-79,-81,-80,,-89,,,,-82,,,,,,,,,,-83,,-86,-83,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508393006,,-82,,-83,-81,-84,,,,,,-82,,,,,,,,,,-85,,-86,-84,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508393885,,-82,,-82,-85,-82,,,,,,-82,,,,,,,,,,-85,-79,-78,-84,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508394760,,-81,,-81,-85,-80,,,,,,-82,,,,,,,,,,-81,-79,-78,-82,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508395637,,-81,,-84,-85,-84,,,,,,-84,,,,,,,,,,-81,-79,-83,-82,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508396539,,-84,,-84,-85,-85,,,,,,-84,,,,,,,,,,-83,-83,-83,-82,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508397429,,-84,,-83,-85,-83,,,,,,-83,,,,,,,,,,-79,-83,-80,-82,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508398313,,-84,,-83,-85,-83,,,,,,-83,,,,,,,,,,-79,-81,-80,-80,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508399199,,-84,,-83,-85,-85,,,,,,-85,,,,,,,,,,-80,-81,-80,-80,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508400101,,-86,,-83,-85,-83,,,,,,-85,,,,,,,,,,-79,-80,-80,-80,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508400977,,-86,,-85,-87,-84,,,,,,-84,,,,,,,,,,-79,-80,-83,-80,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508401866,,-83,,-84,-87,-84,,,,,,-84,,,,,,,,,,-79,-80,-83,-83,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
