TimeStamp,88:75:56:8f:3d:d0,20:3a:07:f9:39:c1,88:75:56:8f:3d:d5,20:3a:07:f9:39:c2,20:3a:07:f9:39:c4,20:3a:07:f9:39:c0,20:3a:07:42:45:11,88:75:56:8f:3d:d4,20:3a:07:42:45:10,88:75:56:8f:3d:d2,88:75:56:8f:3d:d1,20:3a:07:f9:39:c5,20:3a:07:42:45:14,20:3a:07:42:45:12,20:3a:07:42:45:15,20:3a:07:42:45:1b,20:3a:07:42:45:1f,20:3a:07:42:45:1d,20:3a:07:42:45:1a,20:3a:07:42:45:1c,20:3a:07:42:45:1e,0c:d9:96:ca:15:42,0c:d9:96:ca:15:45,0c:d9:96:ca:15:41,0c:d9:96:ca:15:44,0c:d9:96:ca:15:40,34:a8:4e:cc:26:f4,34:a8:4e:cc:26:f2,34:a8:4e:cc:26:f5,34:a8:4e:cc:26:f1,34:a8:4e:cc:26:f0,88:75:56:8f:3d:dd,88:75:56:8f:3d:de,c0:62:6b:86:c4:30,c0:62:6b:86:c4:32,c0:62:6b:86:c4:35,c0:62:6b:86:c4:34,f0:25:72:a2:eb:e4,f0:25:72:a2:eb:e0,f0:25:72:a2:eb:e2,c0:62:6b:86:c4:31,f0:25:72:a2:eb:e1,88:75:56:6b:6a:55,c0:62:6b:86:c4:3c,34:a8:4e:cc:26:fa,34:a8:4e:cc:26:fc,c0:62:6b:86:c4:3a,34:a8:4e:cc:26:fe,c0:62:6b:86:c4:3e,88:75:56:6b:6a:54,88:75:56:6b:6a:50,34:a8:4e:cc:26:fd,c0:62:6b:86:c4:3d,88:75:56:6b:6a:52,c0:62:6b:86:c4:3b,34:a8:4e:cc:26:fb,34:a8:4e:cc:26:ff,a0:cf:5b:44:84:50,c0:62:6b:86:c4:3f,a0:cf:5b:44:84:55,88:75:56:6b:6a:5b,88:75:56:6b:6a:5d,88:75:56:6b:6a:5f,88:75:56:6b:6a:51,f0:25:72:a2:eb:e5,88:75:56:6b:6a:5a,88:75:56:6b:6a:5c,88:75:56:6b:6a:5e,a0:cf:5b:44:84:51,a0:cf:5b:44:84:52,a0:cf:5b:44:84:54,64:d8:14:32:64:d4,64:d8:14:32:64:d0,64:d8:14:32:64:d5,64:d8:14:c0:60:05,88:75:56:8f:3d:df,88:75:56:8f:3d:db,a0:cf:5b:44:84:5b,a0:cf:5b:44:84:5d,a0:cf:5b:44:84:5a,a0:cf:5b:44:84:5c,a0:cf:5b:44:84:5e,a0:cf:5b:44:84:5f,34:a8:4e:ab:ce:a4,34:a8:4e:ab:ce:a2,e0:d1:73:5b:cd:d2,e0:d1:73:5b:cd:d0,e0:d1:73:5b:cd:d4,e0:d1:73:5b:cd:d1,e0:d1:73:5b:cd:d5,e0:d1:73:5b:cd:dd,e0:d1:73:5b:cd:df,e0:d1:73:5b:cd:dc,e0:d1:73:5b:cd:da,e0:d1:73:5b:cd:de,e0:d1:73:5b:cd:db,7c:95:f3:17:0f:4f,64:d8:14:60:de:42,7c:95:f3:17:0f:40,7c:95:f3:17:0f:45,7c:95:f3:17:0f:4e,64:d8:14:60:de:45,64:d8:14:60:de:41,7c:95:f3:17:0f:41,7c:95:f3:17:0f:42,64:d8:14:60:de:40,64:d8:14:60:de:44,7c:95:f3:17:0f:44,7c:95:f3:17:0f:4d,7c:95:f3:17:0f:4a,7c:95:f3:17:0f:4c,7c:95:f3:17:0f:4b,64:d8:14:60:de:4b,64:d8:14:60:de:4f,64:d8:14:60:de:4d,64:d8:14:60:de:4a,64:d8:14:60:de:4c,64:d8:14:60:de:4e,64:d8:14:ad:ad:04,64:d8:14:c0:60:00,64:d8:14:ad:ad:00,34:a8:4e:ab:ce:a0,34:a8:4e:ab:ce:a5,64:d8:14:ad:ad:02,64:d8:14:32:64:d2,64:d8:14:ad:ad:05,34:a8:4e:ab:ce:a1,64:d8:14:32:64:d1,64:d8:14:c0:60:01,34:a8:4e:ab:ce:aa,64:d8:14:ad:ad:01,34:a8:4e:ab:ce:af,34:a8:4e:ab:ce:ac,64:d8:14:c0:60:0e,64:d8:14:c0:60:0c,34:a8:4e:ab:ce:ad,64:d8:14:c0:60:04,64:d8:14:c0:60:02,34:a8:4e:ab:ce:ae,64:d8:14:c0:60:0b,64:d8:14:c0:60:0d,64:d8:14:c0:60:0f,64:d8:14:c0:60:0a,34:a8:4e:ab:ce:ab,88:75:56:8f:3d:da
1454508861828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,-64,-65,-64,-66,-67,-66,-61,-71,,-68,,,-75,,-70,,,,-72,,-72,,,-85,-72,-87,,,,,-67,,,,-84,,-86,,,,,,,-88,-89,,,,-90,,,-67,-65,-64,-68,-68,-82,-82,-83,-86,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508862738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,-64,-65,-64,-66,-69,-69,-62,-70,,-71,,,-73,,-70,,,,-70,,-72,,,-85,-71,-87,,,,,-67,,,,-85,,-86,,,,,,,-88,-89,,,,-90,,,-67,-65,-64,-68,-66,-80,-80,-83,-86,-84,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508863637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,-60,-65,-64,-67,-67,-67,-61,-68,,-70,,,-73,,-70,,,,-70,,-72,,,-85,-70,-87,,,,,-67,,,,-87,-87,-86,,,,,,,-88,-89,,,-88,-90,,,-67,-65,-64,-66,-66,-83,-82,-83,-86,-84,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508864552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64,-60,-65,-64,-77,-73,-73,-61,-68,,-70,,,-73,,-70,,,,-72,,-71,,,-87,-70,-87,,,,,-67,,,,-87,-87,-87,,,,,,,-88,-89,,,-88,-89,,,-61,-62,-62,-66,-66,-83,-82,-73,-86,-77,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508865457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64,-60,-64,-64,-77,-70,-70,-61,-68,,-70,,,-71,,-70,,,,-70,,-70,,,-87,-70,-87,,,,,-70,,,,-87,-87,-87,,,,,,,-88,-89,,,-88,-89,,,-61,-65,-62,-66,-63,-80,-76,-73,-86,-78,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508866366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64,-62,-64,,-77,-72,-72,-63,-72,,-73,,,-73,,-70,,,,-72,,-70,,,-87,-70,-87,,,,,-70,,,,-86,-86,-87,,,,,,,,,,,-89,-89,,,-61,-65,-62,-64,-63,-79,-76,-73,,-78,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508867291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,-64,-64,-62,-74,-74,-74,-63,-72,,-73,,,-73,,-74,,,,-71,,-70,,,-85,-70,-87,,,,,-70,,,,-86,-84,-86,,,,,,,,,,,-89,-89,,,-62,-65,-63,-64,-63,-74,-76,-73,,-78,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508868252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,-59,-64,-59,-74,-74,-74,-59,-72,,-71,,,-73,,-68,,,,-68,,-70,,,-85,-69,-87,,,,,-70,,,,-86,-84,-86,,,,,,,,,,,-89,-89,,,-62,-65,-63,-60,-63,-76,-76,-73,-73,-78,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508869173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,-63,-64,-63,-72,-72,-71,-59,-72,,-71,,,-73,,-74,,,,-74,,-70,,,-87,-77,-87,,,,,-70,,,,-86,-84,-87,,,,,,,,,,,-89,,,,-58,-65,-58,-60,-63,-69,-69,-68,-70,-78,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508870076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,-63,-62,-63,-74,-69,-71,-59,-72,,-71,,,-73,,-74,,,,-74,,-73,,,-77,-74,-84,,,,,-68,,,,-86,-84,-85,,,,,,,,,,,-89,,,,-56,-56,-56,-60,,-66,-66,-65,-65,-67,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508870973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,-63,-62,-63,-74,-71,-71,-65,-71,,-70,,,-70,,-74,,,,-70,,-73,,,-77,-69,-84,,,,,-68,,,,-86,-84,-85,,,,,,,,,,,,,,,-56,-56,-56,-60,-55,-68,-68,-65,-65,-67,-68,-88,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508871875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,-64,-62,-65,-73,-73,-73,-65,-71,,-70,,,-70,,-76,,,,-75,,-73,,,-85,-75,-84,,,,,-68,,,,-86,-86,-86,,,,,,,,,,,,,,,-54,-56,-56,-56,-55,-63,-64,-67,-65,-67,-68,-88,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508872770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,-64,-65,-65,-73,-75,-75,-65,-71,,-70,,,-70,,-76,,,,-75,,-76,,,-85,-76,-84,,,,,-75,,,,,-86,-86,,,,,,,,,,,,,,,-54,-55,-55,-56,-54,-68,-69,-67,-65,-74,-68,-88,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508873688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,-63,-65,-65,-73,-71,-71,-65,-71,,-73,,,-74,,-73,,,,-73,,-76,,,-85,-73,-84,,,,,-75,,,,,-88,-86,,,,,,,,,,,,,,,-54,-55,-55,-57,-54,-68,-68,-67,-65,-74,-74,-88,-87,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508874622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,-65,-65,-65,-71,-71,-70,-65,-71,,-73,,,-74,,-76,,,,-75,,-76,,,-85,-73,,,,,,-75,,,,,-88,-88,,,,,,,,,,,,,,,-55,-55,-55,-54,-54,-76,-75,-75,-75,-74,-74,-88,-87,-88,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508875520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,-63,-65,-63,-80,-79,-80,,-71,,-73,,,-74,,-77,,,,-77,,-76,,,-85,-79,,,,,,-75,,,,,-88,-88,,,,,,,,,,,,,,,-52,-55,-53,-54,-54,-70,-70,-71,-75,-74,-74,,,-88,-89,-88,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508876451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,-63,-63,-63,-80,-70,-70,,-71,,-73,,,-74,,-77,,,,-71,,-71,,,,-71,,,,,,-70,,,,,-88,-88,,,,,,,,,,,,,,,-52,-54,-53,-54,-54,-73,-70,-71,-75,-73,-74,,-86,-88,-89,-88,-86,-88,-90,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508877358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,-63,-64,-63,-80,-70,-70,-63,-71,,-73,,,-71,,-77,,,,-71,,-70,,,,-71,,,,,,-71,,,,,-88,-88,,,,,,,,,,,,,,,-52,-56,-53,-54,-55,-74,-70,-71,-75,-74,-74,,-87,-88,-89,-88,-86,-87,-88,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508878298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,-63,-68,-63,-80,-71,-71,-63,-71,,,,,-72,,-77,,,,-72,,-72,,,,-72,,,,,,-71,,,,,,-88,,,,,,,,,,,,,,,-52,-56,-53,-54,-56,-71,-70,-71,-75,-71,,,-88,-88,-89,-88,-86,-86,-88,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508879199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,-60,-68,-60,-74,-71,-73,-63,-71,,-71,,,-72,,-71,,,,-70,,-72,,,,-72,,,,,,-71,,,,,-86,,,,,,,,,,,,,,,,-52,-56,-53,-51,-56,-70,-71,-71,-70,-71,-72,,-88,,-88,-88,-87,-86,-88,-88,-86,-87,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508880111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,-60,-58,-60,-71,-71,-71,-63,-71,,-71,,,-72,,-71,,,,-74,,-74,,,,-73,,,,,,-72,,,,,-86,,,,,,,,,,,,,,,,-54,-53,-54,-51,-56,-70,-69,-72,-70,-70,-72,,-88,,-88,-87,-87,-86,-87,-88,-86,-87,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508881039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,-60,-58,-60,-71,-70,-70,-58,-71,,-71,,,-73,,-71,,,,-71,,-74,,,,-72,,,,,,-72,,,,,-86,,,,,,,,,,,,,,,,-54,-48,-54,-51,-56,-71,-71,-72,-70,-67,-72,,-84,,-88,-87,-87,-82,-87,-88,-82,-87,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508881957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,-60,-58,-60,-71,-73,-73,-62,-73,,-74,,,-75,,-71,,,,-74,,-74,,,,-75,,,,,,-72,,,,,-86,,,,,,,,,,,,,,,,-54,-48,-54,-51,-56,-67,-68,-72,-70,-67,-68,-88,-83,,-88,-87,-87,-82,-87,-88,-82,-84,-88,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508882898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,-66,-58,-60,-73,-73,-73,-65,-75,,-69,,,-75,,-69,,,,-69,,-74,,,,-69,,,,,,-72,,,,,-87,,,,,,,,,,,,,,,,-54,-48,-54,-52,-56,-66,-66,-72,-70,-67,-68,-87,-81,-87,-88,-87,-87,-82,-87,-88,-82,-84,-86,-87,-87,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508883811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,-65,-58,,-73,-76,-75,-66,-76,,-76,,,-75,,-78,,,,-77,,-74,,,,-77,,,,,,-72,,,,,-87,,,,,,,,,,,,,,,,-54,-48,-54,-50,-56,-70,-71,-72,,-67,-72,-86,-81,-85,,-87,,-82,-87,-88,-83,-84,-85,-87,-85,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508884742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64,-65,-58,-64,-78,-77,-78,-66,-76,,-76,,,-75,,-78,,,,-74,,,,,-86,-74,,,,,,,,,,,-86,-86,,,,,,,,,,,,,,,-51,-48,-51,-50,-56,-74,-74,-75,-74,-67,-72,-86,-81,-85,-88,-82,-84,-82,,-88,-83,-84,-85,-87,-84,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508885657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,-65,-65,-65,-75,-74,-74,-66,-76,,-76,,,-75,,-78,,,,-75,,-75,,,-88,-75,,,,,,-74,,,,,-86,-86,,,,,,,,,,,,,,,-56,-56,-56,-50,-56,-68,-68,-75,-68,,-72,-86,-81,-85,-84,-84,-83,-80,,,-83,-84,-85,-87,-84,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508886575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,-65,-67,-65,-75,-75,-75,-66,-76,,-76,,,,,-78,,,,-76,,-77,,,-88,-77,,,,,,-76,,,,,-86,-86,,,,,,,,,,,,,,,-56,-49,-56,-50,-49,-67,-66,-75,-68,-68,-72,-86,-79,-85,-84,-88,-83,-81,-85,,-80,-84,-85,-87,-84,-84,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508887491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,-65,-67,-65,-75,-72,-72,-70,-73,,-76,,,,,-78,,,,-75,,-77,,,-88,-75,,,,,,-76,,,,,-86,-86,,,,,,,,,,,,,,,-56,-49,-56,-50,-53,-67,-68,-75,-68,-68,-70,-86,-81,-85,-84,-88,-83,-81,-85,,-80,-83,-87,-86,-84,-84,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508888394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,-67,-67,-67,-72,-72,-72,-67,-72,,-72,,,,,-72,,,,-71,,-77,,,-88,-75,,,,,,-76,,,,,-88,-86,,,,,,,,,,,,,,,-56,-49,-56,-49,-53,-64,-65,-75,-67,-68,-62,-84,-81,-85,-86,-88,-83,-81,-85,,-80,-83,-85,-86,-85,-86,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508889358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,-64,-67,-67,-72,-78,-79,-64,-79,,-80,,,,,-82,,,,-82,,-77,,,-88,-82,,,,,,-76,,,,,-88,,,,,,,,,,,,,,,,-56,-49,-56,-44,-53,-60,-61,,-67,-68,-62,-84,-81,-85,-86,-88,-80,-81,-85,,-82,-82,-85,-86,-85,-86,-85,-86,-86,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508890294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,-66,-67,-67,-73,-72,-73,-64,-79,,-80,,,,,-82,,,,-80,,-77,,,,-80,,,,,,-76,,,,,-88,,,,,,,,,,,,,,,,-51,-49,,-50,-53,-65,-65,-66,-66,-68,-62,-84,-81,-86,-86,-88,-82,-81,-85,,-82,-82,-85,-86,-85,-86,-85,-86,-87,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508891212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,-66,,-68,-77,-77,-77,-64,-79,,-80,,,,,-82,,,,-80,,,,,,-79,,,,,,,,,,,-88,,,,,,,,,,,,,,,,-50,,,-50,-53,-64,-65,-65,-66,,-62,-84,-81,-85,-85,,-79,,,,-80,-82,-85,-86,-82,-82,-85,-86,-89,-85,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508892122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,-66,-73,-68,-77,-84,-77,-64,-79,,-80,,,,,-82,,,,-85,,-86,,,,-89,,,,,,-82,,,,,-88,,,,,,,,,,,,,,,,-52,-51,-51,-50,,-60,-60,-61,-66,-61,-62,-84,,-85,-85,-84,-79,-76,-82,,-80,-82,-85,,-82,-82,,-86,-89,-85,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508893053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,-66,-73,-68,-77,-84,-77,-75,-82,,-80,,,-85,,-82,,,,-85,,-86,,,,-86,,,,,,-87,,,,,-88,,,,,,,,,,,,,,,,-52,-53,-51,-50,-54,-68,-67,-61,-66,-70,-62,,-76,-85,-85,-84,-79,-75,-83,-84,-80,-82,-85,-81,-82,-82,-83,-86,-89,-88,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508893965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,-66,-73,-68,-77,-82,-82,-71,-83,,-85,,,-85,,,,,,-84,,-86,,,,-83,,,,,,-87,,,,,,,,,,,,,,,,,,,,,-52,-53,-51,-50,-54,-68,-68,-61,-66,-70,-69,-81,-77,-85,-85,-84,-79,-75,-83,-84,-80,-77,-82,-80,-82,-82,-81,,-89,-88,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508894882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,-67,-73,-67,-82,-82,-82,-67,-81,,-82,,,-85,,-87,,,,-84,,-86,,,,-86,,,,,,-87,,,,,,,,,,,,,,,,,,,,,-52,-53,-51,-53,-54,-66,-66,-61,-66,-70,-66,-80,-77,-82,-82,-84,-77,-75,-83,-84,-78,-80,-81,-80,-81,-83,-81,,-89,-88,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508895796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-71,-73,-73,-81,-81,-81,-67,-81,,-82,,,-85,,-84,,,,-84,,-86,,,,-83,,,,,,-87,,,,,,,,,,,,,,,,,,,,,-53,-53,-55,-53,-54,-63,-63,-65,-66,-70,-66,-80,-77,-82,-82,-81,-78,-75,-83,-84,-78,-80,-81,-80,-80,-81,-81,,,-88,-88,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508896721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-71,-73,-73,-81,-81,-81,-67,-81,,-82,,,-85,,-84,,,,-83,,-83,,,,-82,,,,,,-78,,,,,,,,,,,,,,,,,,,,,-53,-52,-51,-53,-53,-64,-64,-65,-66,-63,-66,-80,-77,-82,-82,-79,-78,-76,-83,-84,-78,-80,-81,-80,-80,-81,-81,,,-88,-88,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508897638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-71,-72,-73,-81,-83,-83,-72,-84,,-82,,,-83,,-84,,,,-82,,-83,,,,-82,,,,,,-82,,,,,,,,,,,,,,,,,,,,,-53,-51,-51,-53,-51,-66,-66,-65,-66,-67,-66,-80,-77,-82,-82,-79,-78,-76,-81,-81,-78,-80,-81,-83,-80,-81,-82,,,,-88,-87,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508898558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-71,-72,-73,-81,-83,-83,-77,-83,,-87,,,-86,,-84,,,,-82,,-83,,,,-82,,,,,,-82,,,,,,,,,,,,,,,,,,,,,-53,-51,-51,-54,-56,-66,-66,-65,-66,-67,-68,-79,-79,-81,-82,-79,-78,-76,-81,-81,-77,-80,-81,-80,-80,-81,-79,,,-87,-88,-87,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508899479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-76,-72,-77,-84,-83,-84,-77,-83,,-87,,,-86,,-89,,,,-82,,-83,,,,-82,,,,,,-82,,,,,,,,,,,,,,,,,,,,,-53,-51,-51,-53,-56,-67,-66,-65,-68,-67,-71,-79,-79,-77,-76,-79,-79,-76,-81,-81,-78,-80,-76,-80,-74,-76,-79,-87,-87,-87,-89,-87,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508900447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,-72,-77,-84,-83,-84,-79,-87,,-89,,,-85,,-89,,,,-82,,-83,,,,-82,,,,,,-82,,,,,,,,,,,,,,,,,,,,,-53,-51,-51,-53,-55,-65,-65,,-68,-67,-65,-78,-71,-81,-76,-79,-79,-76,-81,-81,-69,-70,-82,-80,-74,-76,-79,-82,-82,-81,-89,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508901358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-72,-77,-84,-84,-85,-79,-85,,-86,,,-86,,-86,,,,-82,,,,,,-82,,,,,,-82,,,,,,,,,,,,,,,,,,,,,-53,-51,,-56,-55,-70,-70,,-68,-67,-70,-78,-71,-82,-76,,-68,-76,-81,-81,-70,-70,-82,-80,-77,-76,-78,-82,-82,-82,-89,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508902285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,-74,,-75,-83,-85,-84,-79,-85,,-86,,,-86,,-87,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,,-57,-56,-55,-70,-70,-71,-71,,-70,-78,-71,-82,-80,-81,-73,,,-81,-70,-70,-82,-80,-81,-80,-78,-82,-77,-77,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508903212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,-74,-81,-80,-87,-85,-84,-79,-85,,-86,,,-86,,-87,,,,-87,,-87,,,,,,,,,,,,,,,,,-87,,,,,,,,,,,,-87,,-57,-57,-57,-56,-55,-74,-73,-75,-77,-73,-70,-78,-71,-82,-80,-81,-73,-60,-81,-81,-70,-70,-82,,-81,-80,-78,-82,-69,-69,-71,-73,,-86,-86,-86,-87,-88,-86,-87,,,,,,,,,,,,,,,,,,,,
1454508904151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,-74,-82,-80,-87,-85,-84,-79,-85,,-86,,,-86,,-87,,,,-86,,-87,,,,-87,,,,,,,,,,,,,-85,-83,-84,,,,,,,,,,-87,,-56,-59,-58,-56,-55,-70,-70,-69,-77,-70,-70,-78,-71,-82,-80,-85,-73,-59,-86,-81,-70,-70,-82,,-81,-80,-78,-82,-71,-71,-73,-71,-72,-86,-86,-86,-85,-84,-86,-87,,,,,,,,,,,,,,,,,,,,
1454508905072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,-74,-83,-80,-87,-85,-84,-79,-85,,-86,,,-86,,-87,,,,-86,,-87,,,,-87,,,,,,,,,,,,,-85,-84,-86,,,,,,,,,,-87,,-56,-59,-58,-56,-59,-76,-77,-69,-77,-76,-70,-78,,-82,-80,-88,-73,-62,-84,,-70,-70,-82,-89,-81,-80,-78,-82,-70,-70,-73,-68,-74,-85,-86,-86,-86,-86,-86,-87,-87,,,,,,,,,,,,,,,,,,,
1454508906000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,-74,-85,-80,-87,-85,-84,-86,,,,,,,,-87,,,,-86,,-87,,,,-87,,,,,,,,,,,,,-85,-84,-84,-89,,,,,,,,,-87,,-56,-62,-58,,-62,-78,-77,-69,-77,-82,,,-59,,-80,-88,-73,-62,-87,-87,,-60,,-89,-81,-80,,,-66,-66,-73,-68,-65,-85,-86,-86,-86,-82,-86,-87,-85,,,,,,,,,,,,,,,,,,,
1454508906930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,-85,-80,-87,,,-87,,,,,,,,,,,,-86,,-87,,,,-87,,,,,,,,,,,,,-85,-84,-84,-89,,,,,,,,,-87,,-56,-62,-58,-67,-65,-85,-87,-69,-77,-82,-85,,-55,,,-88,,-62,-87,-87,-58,-57,,-89,,,,-65,-64,-64,-73,-68,-65,-85,-86,-86,-86,-82,-86,-84,-88,-83,-83,-84,-89,,,,,,,,,,,,,,,
