TimeStamp,e0:d1:73:a1:20:e0,cc:d5:39:24:a7:70,e0:d1:73:a1:20:e2,e0:d1:73:95:71:42,e0:d1:73:a1:20:e4,54:78:1a:24:67:c1,e0:d1:73:a1:20:ee,e0:d1:73:a1:20:eb,e0:d1:73:95:71:44,cc:d5:39:24:a7:75,e0:d1:73:95:71:40,cc:d5:39:9a:e4:81,84:78:ac:dc:d4:a5,e0:d1:73:a1:20:ed,54:78:1a:24:67:c0,54:78:1a:24:67:c5,cc:d5:39:24:a7:74,84:78:ac:dc:d4:a0,84:78:ac:dc:d4:a4,cc:d5:39:24:a7:72,e0:d1:73:a1:20:e5,54:78:1a:24:67:c4,84:78:ac:dc:d4:a1,e0:d1:73:95:71:45,54:78:1a:24:67:c2,e0:d1:73:a1:20:e1,cc:d5:39:24:a7:71,cc:d5:39:9a:e4:80,e0:d1:73:95:71:41,84:78:ac:dc:d4:a2,e0:d1:73:0f:2f:72,e0:d1:73:0f:2f:74,e0:d1:73:0f:2f:70,e0:d1:73:0f:2f:71,cc:d5:39:9a:e4:85,e0:d1:73:a1:20:ef,e0:d1:73:a1:20:ec,e0:d1:73:a1:20:ea,34:a8:4e:29:3d:90,84:78:ac:dc:d4:aa,cc:d5:39:9a:e4:84,cc:d5:39:9a:e4:82,e0:d1:73:d8:74:91,e0:d1:73:d8:74:90,e0:d1:73:d8:74:95,e0:d1:73:d8:74:94,20:3a:07:aa:41:34,20:3a:07:aa:41:35,20:3a:07:aa:41:30,20:3a:07:aa:41:31,e0:d1:73:d8:74:92,cc:d5:39:6a:49:e4,cc:d5:39:6a:49:e0,20:3a:07:aa:41:32,cc:d5:39:6a:49:e2,20:3a:07:aa:41:3e,20:3a:07:aa:41:3f,20:3a:07:aa:41:3b,20:3a:07:aa:41:3d,20:3a:07:aa:41:3c,cc:d5:39:6a:49:e5,20:3a:07:aa:41:3a,e0:d1:73:d8:74:9c,e0:d1:73:de:ac:11,e0:d1:73:de:ac:10,e0:d1:73:de:ac:14,e0:d1:73:de:ac:12,e0:d1:73:d8:74:9a,e0:d1:73:d8:74:9f,e0:d1:73:d8:74:9d,e0:d1:73:d8:74:9b,e0:d1:73:d8:74:9e,e0:d1:73:0f:2f:75,e0:d1:73:de:ac:15,e0:d1:73:bd:c9:a1,e0:d1:73:bd:c9:a5,e0:d1:73:bd:c9:a2,e0:d1:73:bd:c9:a0,e0:d1:73:bd:c9:a4,e0:d1:73:bd:c9:ac,e0:d1:73:bd:c9:ad,e0:d1:73:bd:c9:ab,e0:d1:73:bd:c9:af,e0:d1:73:bd:c9:aa,e0:d1:73:bd:c9:ae,20:3a:07:cd:9c:72,34:a8:4e:29:3d:91,34:a8:4e:29:3d:92,34:a8:4e:29:3d:95,20:3a:07:cd:9c:71,34:a8:4e:29:3d:94,cc:d5:39:51:6c:e4,cc:d5:39:51:6c:e5,cc:d5:39:51:6c:e1,cc:d5:39:7f:3c:45,cc:d5:39:7f:3c:44
1454082325220,,,,-87,,,,,,,,,,,,,,,,,,,,-87,,,,,-87,,-79,-79,-79,-78,-88,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,-88,-88,,-89,-89,,,,,,,,,,,,,,,,,
1454082326115,,,,-87,,,,,,,,,,,,,,,,,,,,-87,,,,,-87,,-79,-79,-79,-78,-88,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,,-88,-88,-86,-89,-86,,,,,,,,,,,,,,,,,
1454082327036,,,,-87,,,,,,,,,,,,,,,,,,,,-87,,,,,-87,,-76,-79,-76,-75,-88,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,,-88,,-86,-89,-86,,,,,,,,,,,,,,,,,
1454082327935,,,,-87,,,,,,,,,,,,,,,,,,,,-87,,,,,-86,,-78,-77,-77,-75,-88,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,,-86,,-86,-89,-86,,,,,,,,,,,,,,,,,
1454082328816,,,,-87,,,,,-88,,-87,,,,,,,,,,,,,-87,,,,,-86,,-73,-77,-73,-75,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,-86,,-85,,-86,,,,,,,,,,,,,,,,,
1454082329724,,,,-85,,,,,-88,,-87,,,,,,,,,,,,,-87,,,,,-86,,-78,-78,-78,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,-85,-84,-85,,-86,,,,,,,,,,,,,,,,,
1454082330648,,,,-86,,,,,-86,,-87,,,,,,,,,,,,,-87,,,,,-86,,-79,-78,-79,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,-86,-84,-86,,,,,,,,,,,,,,,,,,,
1454082331551,,,,-87,,,,,-87,,-87,,,,,,,,,,,,,,,,,,-86,,-79,-78,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,-86,-84,-87,-85,-87,,,,,,,,,,,,,,,,,
1454082332442,,,,-87,,,,,-87,,-87,,,,,,,,,,,,,,,,,,-86,,-76,-78,-76,-76,,,,,,,-89,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,-86,-86,-87,-87,-87,,,,,,,,,,,,,,,,,
1454082333334,,,,-87,,,,,-87,,-87,,,,,,,,,,,,,,,,,,-86,,-79,-78,-79,-76,,,,,,,-89,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,-87,-86,-87,-87,-87,,,,,,,,,,,,,,,,,
1454082334249,,,,-87,,,,,-87,,,,,,,,,,,,,,,,,,,,,,-79,,-79,-83,,,,,,,-89,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,-87,-88,-87,-87,-87,,,,,,,,,,,,,,,,,
1454082335146,,,,-87,,,,,-87,,,,,,,,,,,,,,,,,,,,-89,,-78,-79,-79,-83,,,,,,,-89,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,-87,-88,-87,-87,-87,,,,,,,,,,,,,,,,,
1454082336047,,,,-86,,,,,-85,,-86,,,,,,,,,,,,,,,,,,-89,,-78,-79,-79,-83,,,,,,,-89,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,,-87,-88,-87,-87,-87,,,,,,,,,,,,,,,,,
1454082336986,,,,-87,,,,,-86,,-86,-88,,,,,,,,,,,,,,,,,-89,,-75,-79,-75,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,,-87,-88,-87,,-87,,,,,,,,,,,,,,,,,
1454082337886,,,,-87,,,,,-86,,-86,-88,,,,,,,,,,,,,,,,,-89,,-76,-79,-76,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,,,-85,-87,-86,-87,,,,,,,,,,,,,,,,,
1454082338782,,,,-87,,,,,-86,,-86,-88,,,,,,,,,,,,,,,,,-87,,-80,-80,-79,-79,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,,-84,-85,-87,-86,-87,,,,,,,,,,,,,,,,,
1454082339693,,,,-87,,,,,-86,,-86,-88,,,,,,,,,,,,,,,,,-87,,-76,-80,-76,-76,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,,-84,-85,-88,-88,-87,,,,,,,,,,,,,,,,,
1454082340602,,,,-87,,,,,-86,,-86,-88,,,,,,,,,,,,-87,,,,-88,-87,,-77,-80,-77,-78,-86,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,,-84,-86,-88,-88,-87,,,,,,,,,,,,,,,,,
1454082341499,,,,-87,,,,,,,,,,,,,,,,,,,,-87,,,,-88,-88,,-77,-77,-77,-78,-86,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,-86,-88,-88,-87,,,,,,,,,,,,,,,,,
1454082342405,,,,-87,,,,,,,,-87,,,,,,,,,,,,-87,,,,-88,-88,,-75,-77,-76,-75,-86,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,-86,-86,-88,-88,-87,,,,,,,,,,,,,,,,,
1454082343307,,,,-87,,,,,,,,-87,,,,,,,,,,,,-86,,,,-88,-88,,-77,-77,-77,-76,-86,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,-86,-86,-88,-88,-87,,,,,,,,,,,,,,,,,
1454082344214,,,,-85,,,,,-86,,,-87,,,,,,,,,,,,-86,,,,-88,-85,,-74,-75,-75,-76,-86,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,-87,-86,-88,-88,-87,,,,,,,,,,,,,,,,,
1454082345126,,,,-85,,,,,-87,,-87,-87,,,,,,,,,,,,-87,,,,,-85,,-74,-75,-74,-75,,,,,,,-86,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,-87,,-86,-85,-86,,,,,,,,,,,,,,,,,
1454082346055,,,,-85,,,,,-84,,-84,-87,,,,,,,,,,,,-87,,,,,-85,,-69,-75,-69,-75,,,,,,,-86,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,-87,,-87,-85,-87,,,,,,,,,,,,,,,,,
1454082346937,,,,-85,,,,,-84,,-84,,,,,,,,,,,,,-87,,,,-88,-85,,-72,-73,-72,-75,-87,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,-87,-85,-87,-85,-87,,,,,,,,,,,,,,,,,
1454082347826,,,,-85,,,,,-88,,-87,,,,,,,,,,,,,-87,,,,-88,-85,,-72,-73,-72,-75,-87,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,-87,-85,-86,-85,-86,,,,,,,,,,,,,,,,,
1454082348709,,,,-85,,,,,-88,,-87,,,,,,,,,,,,,-87,,,,-87,-86,,-74,-75,-74,-75,-87,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,-84,-85,-86,-85,-86,,,,,,,,,,,,,,,,,
1454082349603,,,,-85,,,,,-86,,-86,,,,,,,,,,,,,,,,,-87,-86,,-73,-75,-73,-74,-87,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,-84,-85,-85,-87,-84,,,,,,,,,,,,,,,,,
1454082350511,,,,,,,,,-86,,-86,,,,,,,,,,,,,,,,,-87,-85,,-72,-72,-72,-74,-87,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,-84,-85,-85,-87,-84,,,,,,,,,,,,,,,,,
1454082351408,,,,-85,,,,,-86,,-85,,,,,,,,,,,,,,,,,-87,-85,,-69,-72,-69,-74,,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,-85,-85,-86,-87,-84,,,,,,,,,,,,,,,,,
1454082352321,,,,-83,,,,,-86,,-84,,,,,,,,,,,,,-83,,,,-87,-85,,-70,-72,-70,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,-85,-84,-86,-86,-84,,,,,,,,,,,,,,,,,
1454082353212,,,,-83,,,,,-86,,-84,,,,,,,,,,,,,-83,,,,,-85,,-70,-71,-70,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,-85,-83,-86,-86,-84,,,,,,,,,,,,,,,,,
1454082354152,,,,-83,,,,,-86,,-83,,,,,,,,,,,,,-83,,,,,-83,,-69,-70,-69,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,-85,-83,-86,-86,,,,,,,,,,,,,,,,,,
1454082355046,,,,-83,,,,,-82,,-84,,,,,,,,,,,,,-83,,,,,-83,,-72,-70,-72,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,-85,-83,-84,-83,-84,,,,,,,,,,,,,,,,,
1454082355940,,,,-83,,,,,-82,,-83,,,,,,,,,,,,,-84,,,,,-83,,-73,-70,-73,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,-85,-81,-84,-83,-84,,,,,,,,,,,,,,,,,
1454082356847,,,,-82,,,,,-82,,-82,,,,,,,,,,,,,-84,,,,,-83,,-72,-70,-72,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,-82,-81,-82,-83,-84,,,,,,,,,,,,,,,,,
1454082357751,,,,-81,,,,,-81,,-82,,,,,,,,,,,,,-82,,,,,-83,,-72,-70,-72,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,-82,-81,-82,-82,-82,,,,,,,,,,,,,,,,,
1454082358654,,,,-81,,,,,-81,,-82,,,,,,,,,,,,,-82,,,,,,,-69,-68,-72,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,-80,-83,-80,-80,-82,,,,,,,,,,,,,,,,,
1454082359549,,,,-79,,,,,-79,,-79,,,,,,,,,,,,,-82,,,,,,,-65,-68,-65,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,-79,-83,-79,-80,-82,-88,,,-89,,,,,,,,,,,,,
1454082360471,,,,-77,,,,,-79,,-77,,,,,,,,,,,,,-77,,,,,,,-59,-68,-59,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,-79,-74,-74,-74,-82,-88,,,-89,,-86,,,,,,,,,,,
1454082361381,,,,-75,,,,,-79,,-75,,,,,,,,,,,,,-77,,,,,-75,,-59,-60,-59,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,-79,-74,-74,-74,-82,-88,-82,-81,-82,,-86,,,,,,,,,,,
1454082362271,,,,-71,,,,,-79,,-71,,,,,,,,,,,,,-77,,,,,-72,,-57,-57,-57,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,,-71,-74,-74,-74,,-88,-82,-81,-82,,-86,,,,,,,,,,,
1454082363202,,,,-71,,,,,-71,,-71,,,,,-89,,,,,,,,-77,,,,,-72,,-59,-57,-61,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,,-73,-74,-73,-74,,-83,-82,-81,-86,-86,-86,,,,,,,,,,,
1454082364106,,,,-75,,,,,-71,,-75,,,,,-89,,,,,,,,-75,,,,,-72,,-58,-57,-58,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,,-73,-74,-73,-74,,-83,-83,-81,-86,-86,-86,,,,,,,,,,,
1454082365006,,,,-68,,,,,-71,,-68,,,,,-89,,,,,,,,-75,,,,,-68,,-57,-57,-57,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,,-75,-74,-73,-74,,-83,-87,-87,-85,-86,-86,,,,,,,,,,,
1454082365904,,,,-71,,,,,-71,,-71,,,,,-89,,,,,,,,-75,,,,,-68,,-57,-57,-56,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,,-75,-74,-77,-74,,-83,-87,-87,-85,-86,-86,,,,,,,,,,,
1454082366796,,,,-73,,,,,-71,,-73,,,,,-89,,,,,,,,-73,,,,,-73,,-59,-59,-59,-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,,-75,-74,-77,-74,,-83,-86,-84,-85,-86,-87,,,,,,,,,,,
1454082367687,,,,-72,,,,,-72,,-71,,,,,,,,,,,,,-73,,,,,-73,,-56,-59,-56,-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,,-75,-74,-74,-74,-74,-83,-84,-84,-84,-84,-87,,,,,,,,,,,
1454082368593,,,,-74,,,,,-72,,-74,,,,,,,,,,,,,-74,,,,,-73,,-56,-59,-56,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,,-75,-73,-74,-73,-74,-83,-84,-84,-84,-84,-87,,,,,,,,,,,
1454082369491,,,,-74,,,,,-72,,-74,,,,,,,,,,,,,-74,,,,,-73,,-57,-57,-58,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,,-71,-73,-74,-73,-74,-83,-86,-84,-86,-86,-87,,,,,,,,,,,
1454082370385,,,,-74,,,,,-70,,-70,,,,,,,,,,,,,-71,,,,,-73,,-55,-57,-55,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,,-71,-73,-72,-73,-72,-85,-86,-84,-87,-86,-85,,,,,,,,,,,
1454082371293,,,,-74,,,,,-70,,-70,,,,,,,,,,,,,-71,,,,,-73,,-56,-58,-56,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,,-72,-71,-72,-73,-72,-85,-83,-82,-82,-86,-85,,,,,,,,,,,
1454082372211,,,,-72,,,,,-72,,-72,,,,,,,,,,,,,-71,,,,,-73,,-62,-58,-62,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,,-73,-71,-73,-73,-72,-83,-83,-82,-83,-85,-85,,,,,,,,,,,
1454082373114,,,,-73,,,,,-72,,-73,,,,,,,,,,,,,-71,,,,,-73,,-53,-58,-53,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,,-73,-71,-71,-73,-72,-83,-81,-82,-81,-82,-85,,,,,,,,,,,
1454082374003,,,,-72,,,,,-72,,-73,,,,,,,,,,,,,-73,,,,,-73,,-56,-58,-57,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,,-73,-69,-71,-73,-72,-83,-84,-85,-81,-82,-83,,,,,,,,,,,
1454082374912,,,,-73,,,,,-73,,-73,,,,,,,,,,,,,-73,,,,,-73,,-58,-58,-58,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,,-73,-69,-74,-73,-74,-82,-84,-85,-83,-82,-83,,,,,,,,,,,
1454082375830,,,,-75,,,,,-73,,-75,,,,,,,,,,,,,-76,,,,,,,-56,,-56,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,,-73,-73,-74,-72,-72,-83,-82,-85,-82,-82,-83,,,,,,,,,,,
1454082376735,,,,-70,,,,,-73,,-70,,,,,,,,,,,,,-69,,,,,,,-52,-52,-52,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,,,-71,-74,-72,-72,-83,-81,-81,-82,-82,-81,,,,,,,,,,,
1454082377656,,,,-69,,,,,-73,,-70,,,,,,,,,,,,,-69,,,,,-70,,-57,-57,-57,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,,-72,-71,-72,-72,-72,-83,-80,-81,-81,-80,-81,,,,,,,,,,,
1454082378551,,,,-72,,,,,-73,,-72,,,,,,,,,,,,,-69,,,,,-70,,-52,-57,-52,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,,-72,-71,-70,-72,-72,-82,-81,-81,-81,-81,-81,,,,,,,,,,,
1454082379475,,,,-69,,,,,-73,,-69,,,,,,,,,,,,,-70,,,,,-70,,-53,-57,-53,-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,,-72,-71,-70,-72,-72,-82,-83,-81,-83,-81,-83,,,,,,,,,,,
1454082380388,,,,-74,,,,,-73,,-74,,,,,,,,,,,,,-70,,,,,-76,,-56,-56,-53,-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,,-72,-71,-70,-72,,-82,-80,-79,-80,-81,-83,,,,,,,,,,,
1454082381285,,,,-73,,,,,-73,,-74,,,,,,,,,,,,,-70,,,,,-74,,-56,-58,-58,-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,,-70,-71,-70,-72,,-82,-83,-83,-83,-83,-83,,,,,,,,,,,
1454082382194,,,,-70,,,,,-73,,-70,,,,,,,,,,,,,-71,,,,,-74,,-56,-58,-56,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,,-70,-74,-70,-73,-73,-79,-79,-83,-80,-83,-80,,,,,,,,,,,
1454082383113,,,,-70,,,,,,,-70,,,,,,,,,,,,,-71,,,,,-70,,-56,-57,-56,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,,-70,-73,-70,-73,-73,-79,-83,-85,-84,-83,-80,,,,,,,,,,,
1454082384029,,,,-69,,,,,,,-69,,,,,,,,,,,,,-71,,,,,-69,,-56,-56,-56,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,,-73,-73,-70,-73,-73,-79,-82,-82,-81,-83,-80,,,,,,,,,,,
1454082384923,,,,-72,,,,,-72,,-72,,,,,,,,,,,,,-71,,,,,-69,,-57,-56,-57,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,,-73,-73,-69,-73,-69,-81,-80,-82,-80,-82,-80,,,,,,,,,,,
1454082385814,,,,-68,,,,,-72,,-68,,,,,,,,,,,,,-68,,,,,-69,,-58,-56,-58,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,,-73,-70,-69,-69,-69,-81,-83,-82,-83,-82,-82,,,,,,,,,,,
1454082386711,,,,-72,,,,,-73,,-72,,,,,,,,,,,,,-68,,,,,-71,,-54,-54,-54,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,,-68,-70,-68,-69,-69,-81,-81,-82,-81,-82,-82,,,,,,,,,,,
1454082387591,,,,-68,,,,,-73,,-68,,,,,,,,,,,,,-68,,,,,-71,,-55,-54,-55,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,,-68,-68,-68,-68,-68,-81,-80,-82,-79,-82,-79,,,,,,,,,,,
1454082388474,,,,-72,,,,,-73,,-72,,,,,,,,,,,,,-68,,,,,-72,,-58,-62,-58,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,,-68,-68,-70,-68,-68,-81,-80,-82,-80,-80,-79,,,,,,,,,,,
1454082389356,,,,-70,,,,,-73,,-70,,,,,,,,,,,,,-70,,,,,-72,,-57,-62,-57,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,,-68,-69,-70,-69,-68,,-77,-82,-78,-80,-78,,,,,,,,,,,
1454082390302,,,,-72,,,,,-73,,-72,,,,,,,,,,,,,-70,,,,,-72,,-56,-56,-56,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,,-68,-68,-70,-69,-68,,-80,-79,-80,-80,-78,,,,,,,,,,,
1454082391208,,,,-70,,,,,-70,,-70,,,,,,,,,,,,,-70,,,,,-72,,-51,-56,-51,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,,-69,-68,-71,-69,-68,-81,-80,-79,-79,-79,-78,,,,,,,,,,,
1454082392099,,,,-73,,,,,-70,,-73,,,,,,,,,,,,,-75,,,,,-72,,-53,-56,-54,-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,,-69,-69,-71,-71,-70,-79,-81,-79,-81,-79,-83,,,,,,,,,,,
1454082392993,,,,-73,,,,,-70,,-73,,,,,,,,,,,,,-75,,,,,-72,,-55,-56,-56,-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,,-68,-69,-71,-71,-70,-79,-80,-80,-79,-79,-83,,,,,,,,,,,
1454082393894,,,,-73,,,,,-68,,-68,,,,,,,,,,,,,-75,,,,,-72,,-52,-56,-52,-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,,-68,-69,-67,-68,-68,-81,-80,-80,-81,-81,-83,,,,,,,,,,,
1454082394813,,,,-66,,,,,-68,,-67,,,,,,,,,,,,,-75,,,,,-69,,-52,-53,-53,-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,,-68,-67,-67,-68,-68,-81,-75,-75,-75,-81,-83,,,,,,,,,,,
1454082395710,,,,-67,,,,,-68,,-67,,,,,,,,,,,,,-75,,,,,-67,,-54,-56,-55,-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,,-68,-67,-67,-68,-68,-81,-80,-80,-80,-81,-83,,,,,,,,,,,
1454082396623,,,,-68,,,,,-68,,-69,,,,,,,,,,,,,,,,,,-67,,-56,-56,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,,-68,-67,-67,-67,-67,-81,-80,-80,-80,-81,,,,,,,,,,,,
1454082397527,,,,-68,,,,,-68,,-68,,,,,,,,,,,,,-69,,,,,-67,,-54,-56,-54,-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,,-68,-69,-67,-67,-67,-81,-78,-80,-79,-81,-79,,,,,,,,,,,
1454082398435,,,,-68,,,,,-68,,-68,,,,,,,,,,,,,-69,,,,,-68,,-54,-55,-54,-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,,-66,-69,-67,-67,-67,,-75,-77,-75,,-79,,,,,,,,,,,
1454082399367,,,,-70,,,,,-68,,-70,,,,,,,,,,,,,-69,,,,,-70,,-55,-56,-56,-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,,-69,-69,-67,-67,-67,,-75,-76,-75,,-79,,,,,,,,,,,
1454082400276,,,,-65,,,,,-65,,-65,,,,,,,,,,,,,-69,,,,,-70,,-56,-56,-56,-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,,-69,-69,-66,-66,-66,-77,-76,-76,-77,-76,-76,,,,,,,,,,,
1454082401169,,,,-69,,,,,-65,,-69,,,,,,,,,,,,,-70,,,,,-70,,-56,-56,-56,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,,-69,-68,-66,-66,-66,-77,-78,-76,-78,-76,-79,,,,,,,,,,,
1454082402074,,,,-66,,,,,-66,,-66,,,,,,,,,,,,,-70,,,,,-70,,-55,-56,-55,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,,-67,-68,-68,-66,-66,-77,-77,-76,-77,-78,-79,,,,,,,,,,,
1454082402978,,,,-65,,,,,-65,,-65,,,,,,,,,,,,,-66,,,,,-70,,-55,-56,-55,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,,-67,-68,-69,-65,-67,-78,-77,-76,-77,-77,-77,,,,,,,,,,,
1454082403861,,,,-67,,,,,-65,,-67,,,,,,,,,,,,,-66,,,,,-68,,-51,-51,-55,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,,-67,-67,-69,-65,-67,-78,-75,-75,-76,-77,-77,,,,,,,,,,,
1454082404773,,,,-71,,,,,-71,,-71,,,,,,,,,,,,,-66,,,,,-68,,-52,-51,-52,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,,-67,-67,-67,-66,-66,-75,-75,-75,-75,-75,-77,,,,,,,,,,,
1454082405673,,,,-70,,,,,-71,,-71,,,,,,,,,,,,,-71,,,,,-68,,-55,-51,-55,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,,-67,-70,-67,-68,-66,-75,-80,-75,-80,-75,-81,,,,,,,,,,,
