TimeStamp,e0:d1:73:a1:20:e1,e0:d1:73:a1:20:e5,e0:d1:73:a1:20:e0,54:78:1a:24:67:c5,54:78:1a:24:67:c0,54:78:1a:24:67:c4,e0:d1:73:a1:20:ec,e0:d1:73:a1:20:ea,e0:d1:73:a1:20:ef,e0:d1:73:a1:20:eb,54:78:1a:24:67:c2,e0:d1:73:a1:20:ed,e0:d1:73:a1:20:e4,54:78:1a:24:67:c1,e0:d1:73:a1:20:ee,cc:d5:39:24:a7:74,e0:d1:73:a1:20:e2,cc:d5:39:24:a7:72,84:78:ac:dc:d4:a0,84:78:ac:dc:d4:a5,84:78:ac:dc:d4:a1,84:78:ac:dc:d4:a4,20:3a:07:aa:41:30,20:3a:07:aa:41:35,e0:d1:73:d8:74:90,e0:d1:73:d8:74:94,e0:d1:73:d8:74:91,20:3a:07:aa:41:3b,e0:d1:73:d8:74:92,20:3a:07:aa:41:34,e0:d1:73:d8:74:95,20:3a:07:aa:41:31,20:3a:07:aa:41:3e,20:3a:07:aa:41:3f,20:3a:07:aa:41:32,20:3a:07:aa:41:3c,20:3a:07:aa:41:3d,20:3a:07:aa:41:3a,e0:d1:73:de:ac:10,e0:d1:73:de:ac:11,e0:d1:73:d8:74:9f,e0:d1:73:de:ac:15,e0:d1:73:d8:74:9d,e0:d1:73:d8:74:9e,e0:d1:73:d8:74:9b,e0:d1:73:d8:74:9a,e0:d1:73:d8:74:9c,e0:d1:73:de:ac:14,e0:d1:73:95:71:45,e0:d1:73:0f:2f:71,e0:d1:73:95:71:40,e0:d1:73:0f:2f:74,e0:d1:73:95:71:41,e0:d1:73:95:71:4b,e0:d1:73:0f:2f:70,e0:d1:73:95:71:4f,e0:d1:73:95:71:4e,e0:d1:73:95:71:4c,e0:d1:73:de:ac:12,e0:d1:73:0f:2f:72,e0:d1:73:95:71:4d,e0:d1:73:95:71:44,e0:d1:73:0f:2f:75,e0:d1:73:95:71:4a,e0:d1:73:0f:2f:7a,e0:d1:73:0f:2f:7f,e0:d1:73:0f:2f:7e,e0:d1:73:0f:2f:7c,e0:d1:73:95:71:42,e0:d1:73:0f:2f:7d,e0:d1:73:bd:c9:a4,e0:d1:73:bd:c9:a1,e0:d1:73:bd:c9:a2,e0:d1:73:bd:c9:a0,e0:d1:73:0f:2f:7b,e0:d1:73:bd:c9:a5,e0:d1:73:de:ac:1a,e0:d1:73:de:ac:1b,e0:d1:73:bd:c9:aa,e0:d1:73:de:ac:1f,e0:d1:73:de:ac:1d,e0:d1:73:de:ac:1e,e0:d1:73:bd:c9:ac,e0:d1:73:bd:c9:ab,e0:d1:73:bd:c9:af,e0:d1:73:bd:c9:ad,e0:d1:73:de:ac:1c,e0:d1:73:bd:c9:ae,54:78:1a:24:67:cf,84:78:ac:dc:d4:a2,cc:d5:39:9a:e4:80,cc:d5:39:9a:e4:85,cc:d5:39:9a:e4:81,cc:d5:39:9a:e4:84,cc:d5:39:9a:e4:82,34:a8:4e:29:3d:9f,34:a8:4e:29:3d:9a
1454082251606,,,,,,-87,,,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,-60,-75,-60,-74,-83,-59,-85,-86,-84,,-68,-83,-75,-59,-82,-68,-70,-69,-68,-74,-70,-77,-76,-77,-77,-75,-78,,,-88,,,,-92,-89,,-90,,-90,,,,,,,,,
1454082254932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,-59,-76,-60,-74,-84,-59,-84,-83,-82,,-60,-84,-75,-60,-84,-68,-70,-70,-73,-75,-70,-74,-74,-74,-74,-70,-74,,,-89,,,,-88,-90,-91,-90,,-90,,,,,,,,,
1454082258252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,-62,-76,-64,-77,-84,-59,-82,-82,-83,,-63,-82,-75,-60,-84,-68,-67,-67,-67,-75,-67,-77,-74,-78,-74,-69,-78,,,-85,,,,-86,-87,-86,-90,,-87,,,,,,,,,
1454082261551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,-66,-76,-63,-75,-81,-64,-84,-84,-87,,-65,-85,-75,-66,-84,-72,-71,-71,-71,-75,-75,-76,-74,-78,-76,-72,-76,,,-90,,,,-90,-87,-86,-90,,-87,,,,,,,,,
1454082264921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,-74,-84,-75,-84,-81,-76,-84,-84,-91,,-65,-85,-84,-76,-93,-72,-82,-71,-71,-87,-81,-87,-87,-78,-76,-82,-76,,,-90,,,,-90,-87,-86,,,-87,,,,,,,,,
1454082268279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-74,-84,-75,-86,-90,-75,-84,-90,-90,,-76,-90,-86,-75,-88,-81,-83,-81,-83,-87,-83,-87,-84,,-85,-81,-76,,,-90,,,,-90,,,,,,,,,,,,,,
1454082271653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-78,-86,-74,-86,-90,-75,,-90,-90,,-75,-90,-86,-76,-88,-81,-84,-85,-87,-87,-85,-87,-84,,-85,-87,,,,,,,,,,,,,,,,,,,-87,,,
1454082275056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-78,-86,-78,-86,-90,-78,,-90,-90,,-77,-90,-86,-76,-88,-88,-90,-87,-88,-87,-89,,-84,,-85,-87,,,,,,,,,,,,,,,,-86,,,-87,,,
1454082278421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-86,-81,,,-81,,,,,-80,,,-81,,-90,-92,-92,-88,,-93,,,,,-92,,,,,,,,,,,,,,,,-86,-88,,-86,,,
1454082281775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,-83,,,-81,,,,,-84,,,-81,,-90,-89,-87,-87,,-90,,,,,-90,,,,,,,,,,,,,,,,-87,-88,,-88,-87,,
1454082285115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,-82,,,-81,,,,,-82,,,-81,,-88,-89,-89,-89,,-87,,,,,-89,,,,,,,,,,,,,,,,-87,-88,,-88,-87,,
1454082288502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,-83,,,-85,,,,,-86,,,,,-93,-89,-91,-89,,-92,,,,,-89,,,,,,,,,,,,,,,,-85,-86,,-85,-83,,
1454082291887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,-84,,,-85,,,,,-86,,,,,-93,-91,-91,-89,,-90,,,,,-91,,,,,,,,,,,,,,,,-85,-86,,-85,-83,,
1454082295250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,-82,,,-82,,,,,-82,,,-82,,-93,-91,-91,,,-90,,,,,-91,,,,,,,,,,,,,,,,-85,-86,,-85,-83,,
1454082298604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,-84,,,-82,,,,,-83,,,-82,,,-91,,,,-90,,,,,-93,,,,,,,,,,,,,,,,-85,-85,,-84,-85,,
1454082302006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,-84,,,-82,,,,,-87,,,-83,,-90,-91,,,,-93,,,,,-93,,,,,,,,,,,,,,,,-86,-85,-86,-85,-83,,
1454082305364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,-84,,,-81,,,,,-80,,,-83,,-87,-90,-92,,,-91,,,,,-90,,,,,,,,,,,,,,,,-86,-85,-85,-84,-83,,
1454082308732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,-81,,,-81,,,,,-81,,,-83,,-87,-88,-87,-86,,-86,,,,,-87,,,,,,,,,,,,,,,,-86,-85,-85,-86,-87,,
1454082312149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,-81,,,-83,,,,,-81,,,-83,,-91,-89,-88,-90,,-86,,,,,-87,,,,,,,,,,,,,,,,-86,-85,-85,-86,-87,,
1454082315518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,-80,,,-80,,,,,-80,,,-80,,-91,-89,-89,-88,,-90,,,,,-87,,,,,,,,,,,,,,,,,-86,,-86,-87,,
1454082318881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,-80,,,-80,,,,,-81,,,-82,,-88,-88,-87,-87,,-88,,,,,-87,,,,,,,,,,,,,,,,,-86,,,,,
1454082322246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,-80,,,-83,,,,,-81,,,-84,,-86,-86,-86,-85,,-86,,,,,-85,,,,,,,,,,,,,,,,,-86,,,,,
1454082325624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,-76,,,-76,,,,,-77,,,-77,,-83,-83,-85,-85,,-84,,,,,-84,,,,,,,,,,,,,,,,,,,,,,
1454082328984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-76,-88,-77,,,-77,,,,,-78,,,-77,,-83,-82,-84,-84,,-83,-84,-85,-85,-84,-82,-85,,,,,,,,,,,,,,,,,,,,,
1454082332338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-77,-85,-76,-86,,-77,,,,,-76,,-87,-77,,-85,-82,-87,-85,-87,-84,-84,-85,-85,-84,-86,-85,,,,,,,,,,,,,,,,,,,,,
1454082335686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-78,-85,-81,-86,,-77,,,,,-80,,-87,-83,,-85,-87,-88,-86,-87,-87,-84,-85,-85,-84,-86,-85,,,,,,,,,,,,,,,,,,,,,
1454082339020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-78,-85,-81,-86,,,-94,,-89,,-78,-92,-87,-77,-93,-84,-87,-83,-83,-87,-86,,-86,-87,,-86,,,,,,,,,,,,,,,,,,,,,,
1454082342374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,-71,-85,-73,,,,-92,-90,-89,,-72,-92,-86,-71,-93,-84,-84,-84,-83,-85,-84,,-86,-87,-85,-86,-86,,,,,,,,,,,,,,,,,,,,,
1454082345749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,-76,-85,-73,,,,-92,-90,-89,,-75,-92,-86,-78,-93,-80,-82,-83,-81,-85,-83,,-86,-87,-85,-82,-86,,,,,,,,,,,,,,,,,,,,,
1454082349081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,-76,-85,-74,-84,,-74,-92,-90,,,-74,,-83,-74,-91,-80,-81,-83,-79,-82,-84,,,,-85,-82,-86,,,,,,,,,,,,,,,,,,,,,
1454082352445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-82,-71,-83,,-71,,,,,-74,,-81,-71,-91,-85,-83,-81,-84,-83,-84,-84,-85,-85,,-81,,,,,,,,,,,,,,,,,,,,,,
1454082355767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-71,-82,-71,-79,-87,-68,-88,-85,-86,,-68,-86,-79,-70,-91,-77,-74,-74,-76,-78,-74,-84,-82,-83,-83,-77,-84,,,,,,,,,,,,,,,,,,,,,
1454082359094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-67,-79,-67,-78,-86,-67,-84,-85,-87,,-68,-87,-79,-67,-85,-77,-73,-77,-76,-79,-74,-84,-83,-82,-81,-73,-84,,,,,,,,,-92,,,,,,,,,,,,
1454082362422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,-62,-79,-67,-78,-77,-64,-79,-78,-79,,-68,-79,-79,-64,-79,-64,-64,-65,-65,-79,-64,-79,-81,-78,-78,-64,-84,,,-85,,,,,-85,-85,-85,,,,,,,,,,,
1454082365751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-57,-73,-67,-78,-78,-64,-76,-76,-79,,-58,-76,-73,-56,-79,-64,-63,-63,-65,-74,-63,-74,-72,-74,-74,-63,-74,,,-83,,,,-83,-85,-84,-84,,,,,,,,,,,
1454082369062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-56,-74,-57,,-78,-64,-79,-79,-78,,-56,-78,-74,-56,-79,-65,-66,-63,-66,-74,-66,-73,-72,-72,-73,-64,-72,,,-86,,,,-85,-85,-86,-85,,-84,,,,,,,,,
1454082372391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-59,-74,-60,-70,-78,-61,-80,-79,-79,,-59,-80,-74,-61,-79,-66,-66,-66,-67,-70,-66,-74,-75,-72,-73,-67,-75,,,-84,,,,-84,-83,-83,-83,,-83,,,,,,,,,
1454082375757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-59,-74,-58,-69,-79,-57,-82,-80,-79,,-57,-80,-69,-56,-81,-66,-66,-67,-67,-69,-66,-74,-71,-69,-73,-67,-70,,,-84,,,,-83,-87,-85,-86,,-84,,,,,,,,,
1454082379113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-56,-72,-56,-70,-79,-57,-78,-79,-80,,-56,-78,-69,-56,-80,-69,-70,-66,-70,-69,-71,-74,-70,-70,-69,-66,-69,,,-86,,,,-85,-87,-87,-86,,-87,,,,,,,,,
1454082382435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,-59,-77,-59,-76,-79,-59,-81,-79,-78,,-59,-80,-77,-56,-79,-66,-67,-66,-67,-69,-67,-74,-70,-73,-74,-64,-74,,,-86,,,,-86,-87,-87,-86,,-86,,,,,,,,,
1454082385759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-55,-77,-56,-70,-79,-56,-80,-79,-78,,-56,-80,-77,-56,-79,-66,-68,-68,-65,-71,-67,-69,-71,-73,-69,-68,-70,,,-83,,,,-83,,-84,-84,,-83,,,,,,,,,
1454082389089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-55,-77,-54,-69,-76,-54,-77,-75,-75,,-55,-77,-69,-53,-79,-68,-68,-68,-68,-69,-68,-69,-68,-68,-69,-68,-67,,,-83,,,,-78,-84,-83,-84,,-78,,,,,,,,,
1454082392399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-55,-67,-55,-66,-72,-55,-73,-71,-74,,-55,-74,-67,-55,-72,-68,-66,-66,-67,-66,-66,-66,-66,-66,-69,-66,-67,,,-83,,,,-78,-81,-82,-83,,-80,,,,,,,,,
1454082395737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-58,-74,-55,-66,-77,-55,-74,-73,-73,,-58,-74,-67,-56,-75,-68,-67,-70,-67,-70,-67,-66,-67,-67,-66,-68,-65,,,-84,,,,-85,-84,-84,-83,,-80,,,,,,,,,
1454082399067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,-58,-72,-55,-66,-77,-55,-77,-78,-76,,-55,-78,-71,-56,-76,-68,-65,-67,-67,-71,-65,-66,-65,-65,-66,-65,-66,,,-80,,,,-80,-84,-80,-80,,-80,,,,,,,,,
1454082402376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-60,-74,-59,,-77,,-77,-74,-73,,-60,-77,-73,-56,-74,-67,-67,-66,-68,-71,-67,-65,-65,-64,-66,-66,-66,,,-82,,,,-84,-80,-83,-82,,-82,,,,,,,,,
1454082405718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,-60,-74,-57,-69,-77,-57,-77,-74,-78,,-58,-76,-71,-58,-74,-64,-64,-66,-65,-71,-64,-65,-70,-64,-67,-65,-67,,,-82,,,,-84,-80,-78,-79,,-81,,,,,,,,,
1454082409041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-60,-74,-57,-70,-75,-57,-75,-77,-75,,-58,-75,-72,-58,-74,-66,-67,-67,-66,-70,-67,-65,-69,-64,-73,-67,-72,,,-80,,,,-81,-82,-82,-82,,-82,,,,,,,,,
1454082412338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,-65,-55,-67,-77,-55,-77,-78,-77,,-63,-77,-66,-56,-78,-70,-66,-65,-68,-66,-66,-65,-63,-65,-73,-66,-62,,,-80,,,,-81,-80,-80,-79,,-80,,,,,,,,,
1454082415673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,-60,-63,-58,-67,-76,-55,-77,-77,-76,,-59,-77,-63,-65,-76,-70,-64,-65,-65,-63,-65,-62,-63,-62,-62,-65,-61,,,-77,,,,-76,-78,-75,-75,,-75,,,,,,,,,
1454082418991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-59,-71,-59,-69,-76,-58,-77,-77,-78,,-59,-77,-72,-65,-80,-68,-68,-67,-68,-63,-69,-70,-63,-70,-69,-68,-68,,,-81,,,,-80,-82,-79,-78,,-78,,,,,,,,,
1454082422317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-62,-71,-62,-69,-80,-62,-81,-80,-81,,-62,-81,-72,-61,-80,-68,-69,-76,-68,-74,-69,-64,-65,-70,-65,-69,-65,,,-80,,,,-81,-82,-82,-81,,-82,,,,,,,,,
1454082425637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-62,-71,-72,-81,-87,-72,-87,-87,-81,,-72,-87,-79,-71,-87,-76,-76,-77,-76,-82,-77,-64,-58,-59,-65,-69,-58,,,-80,,,,-81,-82,-81,-81,,-82,,,,,,,,,
1454082428963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-62,-76,-64,-78,-83,-64,-84,-83,-83,,-72,-83,-77,-64,-83,-69,-70,-69,-69,-77,-70,-63,-66,-64,-63,-70,-58,,,-84,,,,-81,-82,-82,-80,,-79,,,,,,,,,
1454082432283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-65,-78,-64,-78,-85,-64,-84,-84,-84,,-65,-85,-77,-65,-85,-69,-70,-70,-70,-78,-72,-68,-67,-67,-68,-70,-58,,,-78,,,,-79,-80,-79,-79,,-79,,,,,,,,,
1454082435587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-65,-80,-66,-76,-85,-64,-86,-89,-84,,-66,-87,-79,-65,-86,-78,-79,-79,-79,-78,-79,-69,-67,-69,-69,-76,-68,,,-84,,,,-81,-82,-81,-82,,-79,,,,,,,,,
1454082438976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-65,-80,-74,-80,-86,-75,-87,-89,-89,,-73,-88,-80,-74,-86,-78,-81,-81,-79,-80,-82,-69,-64,-69,-68,-80,-67,,,-84,,,,-81,-81,-81,-81,,-81,,,,,,,,,
1454082442298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-71,-82,-70,-80,-86,-75,-87,-91,-89,,-70,-92,-83,-71,-86,-78,-80,-83,-83,-82,-79,-64,-64,-65,-64,-79,-66,,,-86,,,,-82,-85,-83,-79,,-81,,,,,,,,,
1454082445628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-75,-82,-76,-84,-91,-77,-87,-91,-89,,-75,-90,-83,-71,-91,-85,-84,-81,-84,-82,-84,-70,-64,-70,-70,-78,-70,,,-81,,,,-84,-85,-84,-82,,-83,,,,,,,,,
1454082448978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-73,-82,-72,-81,-87,-72,,-91,-91,,-73,-90,-83,-71,-91,-79,-79,-80,-79,-82,-79,-63,-64,-70,-63,-79,-63,,,-81,,,,-82,-85,-82,-82,,-82,,,,,,,,,
1454082452318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-65,-78,-66,-77,-87,-65,,-88,-89,,-66,-88,,,-87,-75,-74,-78,-75,-82,-74,-68,-64,-70,-67,-76,-65,,,-76,,,,-74,,-74,-74,,-74,,,,,,,,,
1454082455645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-69,-78,-68,-83,-90,-68,,-88,-89,,-68,-91,,-70,-87,-79,-76,-78,-76,-82,-77,-62,-60,,-61,-79,-61,,,-79,,,,-80,,-79,-79,,-79,,,,,,,,,
1454082458973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-69,-78,-69,-86,-86,-69,-87,-89,-89,,-69,-89,,-68,-87,-75,-77,-77,-76,-85,-77,-62,-67,,-64,-76,-64,,,-79,,,,-78,-81,-79,-79,,-79,,,,,,,,,
1454082462296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-69,-80,-65,-79,-81,-67,-82,-83,-89,,-64,-82,-80,-68,-82,-71,-74,-73,-71,-80,-74,-62,-58,-56,-64,-76,-62,,,-79,,,,-78,-72,-73,-73,,-72,,,,,,,,,
1454082465615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,-65,-58,-69,-72,-57,-72,-75,-73,,-64,-73,-65,-58,-72,-67,-64,-66,-66,-80,-64,-64,-64,-65,-64,-64,-62,,,-79,,,,-78,-78,-78,-79,,-80,,,,,,,,,
1454082468959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,-62,-67,-58,-69,-75,-57,-75,-74,-75,,-62,-74,-67,-62,-75,-67,-67,-67,-67,-68,-67,-63,-63,-63,-63,-67,-63,,,-78,,,,-78,-79,-77,-78,,-80,,,,,,,,,
1454082472302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,-58,-67,-58,-69,-70,-57,-75,-75,-72,,-58,-75,-68,-58,-70,-67,-66,-64,-67,-70,-66,-66,-65,-66,-67,-66,-67,,,-81,,,,-83,-80,-80,-79,,-80,,,,,,,,,
1454082475640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-55,-70,,,-73,,-73,-73,-72,,-54,-72,-70,-56,-73,,-63,-64,-62,-70,-63,-67,-65,-66,-67,-63,-67,,,-81,,,,-80,-81,-81,-79,,,,,,,,,,,
1454082478975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68,-52,-70,,,-77,,-75,-76,-76,,-52,-77,-67,-52,-77,,-66,-66,-65,-67,-67,-63,-66,-64,-63,-66,-63,,,-81,,,,-82,-81,-80,-80,,,,,,,,,,,
1454082482317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-63,-70,-61,,-79,,-77,-77,-76,,-62,-78,-70,-52,-77,,-67,-68,-67,-71,-67,-72,-66,-73,-72,-67,-71,,,-86,,,,-85,-84,-83,-82,,-82,,,,,,,,,
1454082485662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-67,-70,-68,,-85,,-86,-86,-85,,-67,-86,-73,-52,-84,,-79,-80,-82,-73,-80,-73,-66,-73,-73,-79,-73,,,-85,,,,-87,-86,-86,-82,,-85,,,,,,,,,
1454082489022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-75,-70,-78,,-85,,-86,-86,-85,,-79,-86,-86,-81,-84,-88,-87,-88,-88,-85,-87,-73,,-86,-85,-79,-83,,,-85,,,,-87,-86,-86,-82,,-85,,,,,,,,,
1454082492392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,-77,-83,-78,-85,-85,-77,-86,-86,-85,,-79,-86,-84,-76,-84,-84,-85,-84,-84,-84,-85,-83,-83,-83,-84,-83,-83,,,-85,,,,-87,-86,-86,,,-85,,,,,,,,,
1454082495796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,-77,-83,-80,-87,,-81,,,,,-79,,-84,-80,,-86,-86,-87,-86,-86,-87,-83,-83,-83,-84,-87,-83,,,,,,,,,,,,,,,,,,,,,
1454082499168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,-77,-83,-77,-88,-91,-77,-92,,-92,,-77,,-84,-77,-91,-81,-85,-83,-86,-86,-84,-83,-83,-83,-84,-83,,,,,,,,,,,,,,,,,,,,,,
1454082502523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-76,-87,-76,-88,-91,-77,-92,-94,-92,,-76,,-87,-77,-91,-81,-81,-80,-80,-86,-81,,,,,-81,,,,,,,,,,,,,,,,,,,,,,
1454082505854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-74,-87,-71,-88,-86,-77,-86,-88,-86,,-71,,-87,-74,-85,-81,-78,-79,-80,-86,-78,,,,-85,-78,,,,,,,,,,,,,,,,,,,,,,
1454082509219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-71,-83,-72,-82,-87,-71,-86,-87,-87,,-71,-86,-82,-71,-87,-79,-78,-82,-78,-81,-78,,,,-84,-78,,,,,,,,,,,,,,,,,,,,,,
1454082512536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-68,-81,-72,-82,-86,-71,-86,-86,-83,,-68,-88,-79,-69,-85,-79,-74,-75,-75,-78,-74,-80,-79,-81,-80,-74,-80,,,,,,,,,,,,,,,,,,,,,
1454082515843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-65,-80,-65,-79,-86,-71,-87,-87,-88,,-65,-89,-80,-69,-88,-80,-81,-79,-80,-78,-80,-79,-79,-79,-79,-82,-79,,,,,,,,,,,,,,,,,,,,,
