TimeStamp,e0:d1:73:a1:20:e0,e0:d1:73:a1:20:e2,e0:d1:73:a1:20:e5,e0:d1:73:a1:20:e1,cc:d5:39:9a:e4:85,e0:d1:73:a1:20:e4,54:78:1a:24:67:c1,54:78:1a:24:67:c2,e0:d1:73:a1:20:ef,54:78:1a:24:67:c4,e0:d1:73:a1:20:ec,e0:d1:73:a1:20:ea,cc:d5:39:9a:e4:84,cc:d5:39:9a:e4:80,84:78:ac:dc:d4:a1,cc:d5:39:9a:e4:82,54:78:1a:24:67:c0,cc:d5:39:24:a7:71,84:78:ac:dc:d4:a4,84:78:ac:dc:d4:a2,54:78:1a:24:67:c5,54:78:1a:24:67:cc,cc:d5:39:24:a7:74,54:78:1a:24:67:ca,54:78:1a:24:67:cf,cc:d5:39:24:a7:72,54:78:1a:24:67:ce,54:78:1a:24:67:cd,cc:d5:39:24:a7:70,cc:d5:39:24:a7:75,54:78:1a:24:67:cb,e0:d1:73:0f:2f:75,cc:d5:39:9a:e4:81,cc:d5:39:6a:49:e4,20:3a:07:aa:41:31,cc:d5:39:6a:49:e2,20:3a:07:aa:41:32,20:3a:07:aa:41:30,e0:d1:73:d8:74:94,34:a8:4e:ae:31:70,e0:d1:73:d8:74:92,20:3a:07:aa:41:3d,20:3a:07:aa:41:3e,20:3a:07:aa:41:35,20:3a:07:aa:41:3c,e0:d1:73:d8:74:90,e0:d1:73:d8:74:95,cc:d5:39:49:c0:95,20:3a:07:aa:41:3a,cc:d5:39:49:c0:90,cc:d5:39:49:c0:94,e0:d1:73:d8:74:91,cc:d5:39:49:c0:91,cc:d5:39:49:c0:92,20:3a:07:aa:41:34,20:3a:07:aa:41:3f,20:3a:07:aa:41:3b,cc:d5:39:15:29:64,1c:e6:c7:03:56:20,e0:d1:73:de:ac:14,e0:d1:73:de:ac:10,e0:d1:73:de:ac:12,e0:d1:73:95:71:42,e0:d1:73:d8:74:9c,e0:d1:73:d8:74:9f,e0:d1:73:d8:74:9e,e0:d1:73:d8:74:9d,e0:d1:73:a1:20:ee,e0:d1:73:a1:20:eb,e0:d1:73:a1:20:ed,e0:d1:73:d8:74:9a,e0:d1:73:95:71:45,e0:d1:73:95:71:40,e0:d1:73:95:71:44,e0:d1:73:de:ac:11,e0:d1:73:de:ac:15,e0:d1:73:0f:2f:71,e0:d1:73:bd:c9:a1,e0:d1:73:bd:c9:a0,e0:d1:73:0f:2f:70,e0:d1:73:95:71:4a,e0:d1:73:bd:c9:a2,e0:d1:73:0f:2f:72,e0:d1:73:0f:2f:7f,e0:d1:73:0f:2f:7b,e0:d1:73:0f:2f:7e,e0:d1:73:95:71:41,e0:d1:73:0f:2f:7d,e0:d1:73:0f:2f:7c,e0:d1:73:95:71:4b,e0:d1:73:95:71:4c,e0:d1:73:95:71:4e,e0:d1:73:95:71:4f,e0:d1:73:bd:c9:a4,e0:d1:73:95:71:4d,e0:d1:73:0f:2f:74,e0:d1:73:0f:2f:7a,e0:d1:73:de:ac:1f,e0:d1:73:bd:c9:ab,e0:d1:73:de:ac:1a,e0:d1:73:de:ac:1e,e0:d1:73:bd:c9:aa,e0:d1:73:bd:c9:ac,e0:d1:73:bd:c9:ae,e0:d1:73:bd:c9:af,e0:d1:73:bd:c9:ad,e0:d1:73:bd:c9:a5,e0:d1:73:de:ac:1b,e0:d1:73:de:ac:1c,34:a8:4e:29:3d:95,cc:d5:39:15:29:62,e0:d1:73:de:ac:1d
1454082224840,,,,,-87,,-88,-86,,-84,,,,,,-87,-83,,,,-85,,,,,,,,,,,-53,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,,,,,,,,-72,-73,-70,,,-54,-75,-74,-53,-80,-78,-55,-60,-60,-62,-73,-61,-59,-80,-82,-79,-80,-78,-81,-56,-58,,-91,,,-89,-88,-88,-90,-91,-75,,,,,
1454082227185,,,,,-87,,-88,-86,,-84,,,,,,,-83,,,,-85,,,,,,,,,,,-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,,,,,,,,-69,-68,-68,,,-51,-75,-74,-53,-80,-78,-55,-59,-57,-53,-73,-59,-52,-77,-81,-79,-77,-74,-78,-56,-54,,-91,,,-89,-85,-84,-87,-85,-75,,,,,
1454082229528,,,,,-86,,-88,-86,,-84,,,,,,,-83,,,,-84,,,,,,,,,,,-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,,,-69,-68,-68,,,-51,-72,-74,-45,-78,-78,-55,-55,-56,-52,-70,-57,-52,-79,-79,-80,-77,-74,-80,-47,-54,,-86,,,-89,-85,-84,-83,-85,-75,,,,,
1454082231856,,,,,-86,,-88,,,-88,,,,,,,,,,,-84,,,,,,,,,,,-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,,,-73,-72,-68,,,-52,-72,-74,-45,-79,-78,-55,-55,-57,-56,-70,-55,-56,-79,-77,-76,-78,-74,-79,-47,-54,,-86,,,-89,-85,-83,-87,-86,-75,,,,,
1454082234186,,,,,-86,,,,,-88,,,,,,,,,,,-84,,,,,,,,,,,-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,,,,,,,,-73,-68,-67,,,-52,-72,-74,-45,-76,-66,-55,-57,-57,-59,-70,-58,-60,-81,-74,-76,-76,-66,-77,-47,-58,,-86,,,-84,-83,-83,-87,-86,-75,,,,,
1454082236511,,,,,-86,,,,,-88,,,,,,,,,,,-84,,,,,,,,,,,-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,,,-73,-68,-67,,,-52,-69,-74,-51,-75,-66,-53,-62,-59,-63,-70,-62,-61,-77,-77,-76,-76,-66,-77,-51,-61,,-82,,,-84,-83,-83,-83,-82,,,,,,
1454082238837,,,,,-86,,,,,-88,,,,,,,,,,,-84,,,,,,,,,,,-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,,,-69,-68,-67,,,-54,-69,,-51,-79,-66,-55,-66,-65,-63,-70,-65,-65,-78,-80,-81,-78,-66,-78,-55,-66,,-83,,,-84,-83,-83,-83,-87,-72,,,,,
1454082241173,,,,,,,,,,-88,,,,,,,,,,,,,,,,,,,,,,-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,,,-70,-70,-70,,,-61,-69,-73,-51,-82,-66,-55,-72,-69,-69,-70,-70,-68,-81,-82,-81,-80,-71,-81,-55,-68,,-83,,,-84,-87,-88,-83,-87,-72,,,,,
1454082243533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,,,-70,-70,-70,,,-61,-72,-73,-56,-86,-74,-55,-70,-69,-70,-72,-70,-68,-86,-82,-85,-83,-71,-87,-59,-68,,-89,,,-84,-87,-88,-88,-87,-72,,,,,
1454082245863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,,,-73,-74,-70,,,-64,-72,-81,-56,-88,-74,-55,-72,-71,-70,-72,-73,-69,-84,-86,-87,-83,-78,-86,-59,-72,,-89,,,,-88,-88,-88,-87,-76,,,,,
1454082248216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,,,,,,-73,-74,-74,,,-64,-73,-81,-61,-89,-77,-55,-71,-71,-70,-72,-71,-70,-86,-87,-87,-83,-78,-85,-59,-72,,-89,,,-88,-90,-88,-88,-87,-76,,,,,
1454082250556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,,,,,,-74,-74,-74,,,-63,-73,-75,-61,-88,-77,-63,-71,-71,-70,-72,-71,-70,-87,-87,-87,-87,-78,-88,-59,-71,,-89,,,-88,-90,-88,-88,,-74,,,,,
1454082252886,,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,,,,,,,,,-74,-79,-78,,,-63,-73,-75,-61,-88,-76,-63,-71,-71,-69,-72,-71,-70,-87,-86,-85,-87,-78,-88,-59,-71,,-89,,,-89,-90,-88,-88,,-74,,,,,
1454082255230,,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,,,,,,,,,-74,-79,-78,,,-63,-76,-75,-61,-84,-76,-63,-71,-69,-69,-78,-70,-69,-83,-85,-82,-85,-78,-84,-64,-68,,-87,,,-89,-90,-88,-86,-85,-74,,,,,
1454082257558,,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,,,,,,,,,-74,-76,-78,,,-60,-76,-75,-61,-84,-76,-63,-67,-66,-69,-78,-68,-69,-83,-83,-82,-83,-75,-83,-64,-67,,-87,,,-89,-89,-88,-86,-85,-74,,,,,
1454082259917,,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,,,,,,,-74,-76,-78,,,-60,-74,-75,-61,-83,-74,-63,-67,-70,-67,-78,-68,-67,-83,-82,-80,-81,-74,-80,-64,-67,,-87,,,-86,-85,-88,-87,-85,-74,,,,,
1454082262264,,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,,,,,,,-73,-76,-78,,,-58,-74,-74,-61,-82,-74,-58,-65,-66,-63,-78,-65,-63,-81,-81,-81,-81,-74,-80,-64,-65,,-87,,,-86,-85,-88,-85,-85,-74,,,,,
1454082264607,,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,,,,,,,,-73,-76,-82,,,-58,-76,-74,-61,-82,-76,-58,-73,-75,-72,-78,-74,-77,-89,-81,-87,-89,-74,-80,-64,-77,,-87,,,-86,-85,-88,-85,-85,-74,,,,,
1454082266948,,,,,,,-86,,,,,,,-89,,,,,,,,,,,,,,,,,,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,,,,,,,,-81,-76,-82,,,-69,-76,-74,-61,-82,-76,-70,-80,-77,-80,,-77,-77,-89,-81,-87,-89,-74,-80,,-78,,,,,-86,-85,-88,-85,-85,-82,,,,,
1454082269280,,,,,,,-86,,,,,,,-89,,,,,,,,,,,,,,,,,,-71,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,,,,,,-81,-85,-85,,,-69,-76,-74,-61,-82,-76,-70,-82,-81,-81,,-80,-78,-89,-81,-87,-89,-74,-80,,-80,,,,,-86,-85,-88,-85,-85,-82,,,,,
1454082271623,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,-71,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,,,,,,-81,-85,-85,,,-69,-84,-74,-71,-91,-76,-73,-82,-82,-81,-85,-84,-82,-89,-81,-87,-90,,-80,-74,-83,,,,,,,-88,-85,-85,-82,,,,,
1454082273948,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,-71,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,,,,,,-85,-86,-85,,,-73,-84,-87,-71,-91,-76,-73,-81,-83,-81,-85,-84,-82,-89,,-87,-90,,,-74,-83,,,,,,,,,,-82,,,,,
1454082276268,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,-71,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,,-85,-88,-85,,,-73,-84,-87,-71,-91,,-73,-83,-84,-81,-85,-84,-83,,,,-90,,,-74,-84,,,,,,,,,,-82,,,,,
1454082278606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,,-85,-88,-85,,,-73,-84,-87,-79,-91,-87,-73,-85,-84,-85,-85,-85,-83,,,,-90,,,-79,-85,,,,,,,,,,,,,,,
1454082280956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,,-85,-88,,,,-79,-84,-87,-79,-91,-87,-73,-85,-84,-88,-85,-85,-83,,,,-90,,,-79,-85,,,,,,,,,,,,,,,
1454082283276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,,-85,-88,,,,-79,,-87,-79,,-87,,-85,-84,-88,,-85,-83,,,,,,,-79,-85,,,,,,,,,,,,,,,
1454082285604,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,,,-88,,,,-79,,,-81,,-87,-85,-85,-84,-88,,-85,-83,,,,,,,-81,-85,,,,,,,,,,,,,,,
1454082287920,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,,-81,,-87,-85,-88,-84,-88,,-85,,,,,,,,-81,-85,,,,,,,,,,,,,,,
1454082290243,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,,,,-81,,,-81,,,-85,-88,-84,-90,,,,,,,,,,-81,,,,,,,,,,,,,,,,
1454082292576,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-88,,,-81,,,-81,,-87,-85,-88,-86,-90,,,,,,,,,,-81,,,,,,,,,,,,,,,,
1454082294900,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-88,,,-81,,,-77,,-87,-78,-88,-86,-85,,,,,,,,,,-77,,,,,,,,,,,,,,,,
1454082297225,,,,,,,,,,,,,-85,-85,,,,,,,,,,,,,,,,,,-76,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-88,,,-81,,,-77,,-87,-82,-88,-86,-85,,,,,,,,,,-77,,,,,,,,,,,,,,,,
1454082299560,,,,,,,,,,,,,-88,-85,,-86,,,,,,,,,,,,,,,,-76,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-88,,,-81,,,-77,,-87,-82,,-86,-85,,,,,,,,,,-77,,,,,,,,,,,,,,,,
1454082301890,,,,,,,,,,,,,-88,-85,,-86,,,,,,,,,,,,,,,,-80,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-88,,,-81,,,-79,,-87,-82,,-86,-85,,-88,,,,,,,,-80,,,,,,,,,,,,,,,,
1454082304224,,,,,-83,,,,,,,,-88,-85,,-86,,,,,,,,,,,,,,,,-80,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,-79,,,-81,,,-85,,-88,,,,,,,,-80,,,,,,,,,,,,,,,,
1454082306556,,,,,-83,,,,,,,,-88,-85,,-85,,,,,,,,,,,,,,,,-80,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,-79,,,-81,,,,,-88,,,,,,,,-80,,,,,,,,,,,,,,,,
1454082308878,,,,,-83,,,,,,,,-88,-85,,-85,,,,,,,,,,,,,,,,-79,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,-82,,,-79,,,-81,,,,,-88,,,,,,,,-79,,,,,,,,,,,,,,,,
1454082311205,,,,,-83,,,,,,,,,-85,,-85,,,,,,,,,,,,,,,,-79,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,-82,,,-79,,,-80,-84,,-87,-88,-84,-85,,,,,,,-79,-86,,,,,,,,,,,,,,,
1454082313535,,,,,-83,,,,,,,,,-85,,-85,,,,,,,,,,,,,,,,-79,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,,,,,,,,,-82,,,,,-78,,,-79,,,-80,-84,,-86,-88,-85,-87,,,,,,,-79,-86,,,,,,,,,,,,,,,
1454082315863,,,,,,,,,,,,,,,,-85,,,,,,,,,,,,,,,,-78,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,,,,,,,,,-82,,,,,-78,,,-79,,,-80,-84,,-86,-88,-85,-87,,,,,,,-79,-86,,,,,,,,,,,,,,,
1454082318194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,,,,,,-82,,,,,-78,,,-75,,,-80,-85,-88,-88,-84,-85,-85,,,,,,,-75,-86,,,,,,,,,,,,,,,
1454082320516,,,,,,,,,,,,,,-87,,,,,,,,,,,,,,,,,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,,,,,,-82,,,,,-78,,,-75,,,-77,-85,-88,-88,-84,-85,-85,,,,,,,-75,-88,,,,,,,,,,,,,,,
1454082322843,,,,,,,,,,,,,-87,-87,,,,,,,,,,,,,,,,,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,,,,,,-82,,,,,-78,,,-75,,,-77,-86,-88,-86,-84,-85,-85,,,,,,,-75,-88,,,,,,,,,,,,,,,
1454082325172,,,,,,,,,,,,,-87,-87,,,,,,,,,,,,,,,,,,-82,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,,,,,,,,,,,-78,,,-79,,,-77,-86,-88,-86,-84,,-86,,,,,,,-75,-88,,,,,,,,,,,,,,,
1454082327501,,,,,-83,,,,,,,,-87,-83,,,,,,,,,,,,,,,,,,-82,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,,,,,,,,,,,-78,,,-79,,,-77,-84,-84,-86,-84,,-87,,,,,,,-79,-85,,,,,,,,,,,,,,,
1454082329829,,,,,-83,,,,,,,,-87,-86,,,,,,,,,,,,,,,,,,-82,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,,,-79,,,-77,-83,-83,-82,,-84,-83,,,,,,,-79,-85,,,,,,,,,,,,,,,
1454082332164,,,,,-83,,,,,,,,-87,-86,,,,,,,,,,,,,,,,,,-80,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,,,,,,,-86,-87,,,-77,,,-79,,,,-83,-83,-82,,-84,-83,,,,,,,-79,-85,,,,,,,,,,,,,,,
1454082334501,,,,,-83,,,,,,,,,-86,,,,,,,,,,,,,,,,,,-80,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,,,,,,,,,,-86,-87,,,-77,,,-81,,,,-83,-83,-82,,-84,-83,,,,,,,-79,-85,,,,,,,,,,,,,,,
1454082336829,,,,,-83,,,,,,,,,-86,,,,,,,,,,,,,,,,,,-80,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,,,-88,-87,,,-77,,,-81,,,,-83,-83,-82,,-84,-83,,,,,,,-79,-84,,,,,,,,,,,,,,,
1454082339157,,,,,,,,,,,,,,-86,,,,,,,,,,,,,,,,,,-79,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,,,-88,-87,,,-77,,,-81,,,,-83,-83,-87,,-84,-86,,,,,,,-79,-84,,,,,,,,,,,,,,,
1454082341486,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,,,-88,-87,,,-77,,,-77,,,-77,-88,,-86,-85,-87,-86,,,,,,,-77,-84,,,,,,,,,,,,,,,
1454082343812,,,,,-86,,,,,,,,-88,,,,,,,,,,,,,,,,,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,,,-86,,,,-77,,,-77,,,-78,-84,-82,-83,-85,-83,-84,,,,,,,-77,-82,,,,,,,,,,,,,,,
1454082346142,,,,,-86,,,,,,,,-88,,,,,,,,,,,,,,,,,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,,,-86,-88,,,-73,,-84,-77,,,-78,-83,-83,-83,-85,-83,-82,,,,,-86,,-77,-81,,,,,,,,,,,,,,,
1454082348484,,,,,-86,,,,,,,,-88,,,,,,,,,,,,,,,,,,,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,,,-85,-88,,,-73,-85,-84,-77,,-83,-78,-83,-81,-83,-86,-83,-83,,,-91,,-86,,-77,-81,,,,,,,,,,,,,,,
1454082350825,,,,,-86,,,,,,,,-88,,,,,,,,,,,,,,,,,,,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,,-84,-85,-88,,,-75,-85,-84,-77,,-83,-74,-83,-81,-79,-86,-83,-83,,,-91,,-86,,-77,-81,,,,,,,,,,-82,,,,,
1454082353165,,,,,,,,,,,,,-88,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,-84,-81,-83,,,-75,-85,-82,-77,,-83,-74,-80,-80,-77,-86,-80,-82,-91,-91,-91,,-82,,-77,-81,,,,,,,,,,-82,,,,,
1454082355506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,-84,-81,-83,,,-75,-82,-82,-70,-90,-83,-70,-77,-77,-78,-82,-78,-79,-91,-92,-90,,-82,,-71,-79,,,,,,,,,,-82,,,,,
1454082357834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,-84,-84,-83,,,-75,-82,-82,-70,-88,-83,-70,-74,-75,-76,-82,-75,-77,-88,-89,-87,-88,-82,-88,-71,-77,,,,,,,,,,-82,,,,,
1454082360162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,-84,-84,-84,,,-75,-82,-82,-73,-88,-83,-70,-80,-79,-79,-82,-79,-79,-90,-89,-87,-89,-82,-89,-71,-78,,,,,,,,,,-82,,,,,
1454082362493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,-84,-84,-84,,,,-84,-85,-70,-84,-84,-70,-74,-74,-74,-83,-75,-74,-85,-85,-84,-84,-82,-85,-69,-74,,,,,,,,,,,,,,,
1454082364821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,-76,-76,-84,,,-58,-84,-79,-70,-83,-79,-70,-67,-67,-68,-83,-67,-66,-85,-84,-84,-83,-79,-82,-69,-66,,,,,,,-87,,,-78,,,,,
1454082367154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,,,,,,,-76,-76,-76,,,-58,-84,-79,-70,-83,-75,-70,-65,-65,-64,-83,-66,-65,-81,-84,-80,-79,-76,-80,-69,-64,,,,,,,-87,-90,-90,-78,,,,,
1454082369498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,,,,,,,-76,-76,-76,,,-58,-73,-79,-59,-79,-75,-60,-61,-61,-62,-68,-62,-63,-79,-80,-77,-79,-76,-79,-59,-64,,-86,,,,,-87,-86,-86,-78,,,,,
1454082371826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,,,,,,,-72,-72,-76,,,-57,-73,-75,-59,-77,-75,-60,-59,-59,-61,-68,-60,-60,-78,-77,-77,-79,-73,-77,-59,-60,,-86,,,,-86,-86,-86,-87,-74,,,,,
1454082374154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,,,,,,,,,-72,-72,-72,,,-57,-70,-75,-56,-78,-71,-60,-63,-60,-65,-68,-63,-61,-80,-79,-77,-78,-71,-77,-59,-63,,-86,,,-84,-86,-86,-84,-83,-74,,,,,
1454082376498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,,,,,,,,,-72,-72,-72,,,-57,-66,-75,-56,-78,-71,-57,-62,-60,-63,-68,-61,-61,-80,-79,-80,-78,-71,-77,-56,-62,,-83,,,-84,-86,-86,-80,-81,-74,,,,,
1454082378828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,,,,,,,,,-69,-69,-72,,,-53,-66,-69,-56,-80,-71,-57,-60,-60,-59,-68,-60,-58,-76,-81,-81,-79,-67,-79,-56,-61,,-83,,,-84,-81,-82,-81,-81,-69,,,,,
1454082381179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,,,-69,-69,-69,,,-53,-66,-69,-54,-78,-67,-57,-63,-65,-62,-68,-63,-61,-78,-80,-77,-78,-67,-79,-56,-61,,-83,,,-81,-82,-82,-81,-81,-69,,,,,
1454082383522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,,,-70,-69,-69,,,-55,-66,-72,-54,-79,-67,-56,-62,-62,-63,-68,-62,-62,-77,-81,-79,-77,-67,-78,-56,-61,,-83,,,-81,-82,-82,-83,-81,-73,,,,,
1454082385851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,,,,,,,,,-70,-67,-67,,,-55,-66,-72,-54,-77,-71,-56,-61,-61,-62,-68,-61,-61,-78,-81,-79,-77,-67,-78,-56,-62,,-83,,,-82,-82,-82,-83,-83,-73,,,,,
1454082388178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,,,,,,,,,-70,-67,-67,,,-55,-69,-72,-54,-76,-71,-56,-61,-60,-60,-70,-61,-64,-79,-77,-78,-77,-67,-76,-57,-64,,-84,,,-82,-82,-82,-83,-83,-73,,,,,
1454082390524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,,,,,,,,,-67,-67,-67,,,-55,-69,-69,-54,-74,-71,-55,-62,-61,-60,-70,-61,-63,-75,-74,-75,-75,,-74,-57,-63,,-84,,,-82,-82,-85,-83,-84,-68,,,,,
1454082392852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,,,,,,,,,-67,-67,-63,,,-55,-67,-69,-53,-75,-67,-55,-62,-61,-61,-70,-61,-62,-78,-75,-77,-76,,-76,-57,-61,,-84,,,-82,-82,-85,-81,-81,-68,,,,,
