TimeStamp,34:a8:4e:ce:92:60,34:a8:4e:90:14:80,34:a8:4e:ce:92:62,34:a8:4e:90:14:82,88:75:56:ef:bc:a0,34:a8:4e:9f:90:90,88:75:56:ef:bc:a2,34:a8:4e:9f:90:9f,34:a8:4e:2f:30:7d,34:a8:4e:9f:90:9d,34:a8:4e:2f:30:70,34:a8:4e:2f:30:7f,34:a8:4e:9f:90:92,34:a8:4e:2f:30:72,34:a8:4e:90:14:8f,34:a8:4e:85:47:50,34:a8:4e:ce:92:6f,34:a8:4e:90:14:8d,34:a8:4e:ce:92:6d,34:a8:4e:85:47:52,88:75:56:82:92:70,20:3a:07:0b:be:90,34:a8:4e:26:96:b0,20:3a:07:06:d4:bf,88:75:56:82:92:72,20:3a:07:0b:be:92,34:a8:4e:26:96:b2,20:3a:07:06:d4:bd,34:a8:4e:85:47:5d,20:3a:07:ee:63:80,20:3a:07:8b:b4:a0,88:75:56:82:92:7f,20:3a:07:8b:b4:af,34:a8:4e:26:96:bf,20:3a:07:8b:b4:a2,20:3a:07:7a:6d:a2,88:75:56:82:92:7d,34:a8:4e:26:96:bd,20:3a:07:7a:6d:a0,20:3a:07:ee:63:8f,20:3a:07:7a:6d:af,34:a8:4e:65:4d:1f,34:a8:4e:65:4d:1d,20:3a:07:ee:63:8d,20:3a:07:06:d4:b2,34:a8:4e:ae:44:1f,20:3a:07:8b:b4:ad,34:a8:4e:ae:44:1d,88:75:56:0f:66:f2,34:a8:4e:67:e6:c2,20:3a:07:06:d4:b0,88:75:56:0f:66:f0,20:3a:07:16:3f:f0,34:a8:4e:47:99:ff,20:3a:07:ee:63:82,34:a8:4e:47:99:fd,20:3a:07:16:3f:f2,20:3a:07:16:3f:ff,88:75:56:0f:66:ff,34:a8:4e:65:4d:12,34:a8:4e:85:47:5f,20:3a:07:16:3f:fd,34:a8:4e:67:e6:c0,34:a8:4e:ae:44:12,88:75:56:0f:66:fd,34:a8:4e:84:8a:3f,34:a8:4e:84:8a:30,34:a8:4e:84:8a:32,34:a8:4e:84:8a:3d,20:3a:07:fd:63:b0,20:3a:07:fd:63:b2,88:75:56:04:8b:10,cc:d5:39:94:84:90,34:a8:4e:ae:44:10,88:75:56:04:8b:12,34:a8:4e:4e:19:82,34:a8:4e:65:4d:10,88:75:56:04:8b:1d,34:a8:4e:4e:19:80,cc:d5:39:94:84:9f,cc:d5:39:94:84:92,88:75:56:04:8b:1f,34:a8:4e:4e:19:8f,34:a8:4e:4e:19:8d,cc:d5:39:94:84:9d,34:a8:4e:67:e6:cd,34:a8:4e:47:99:f2,20:3a:07:0b:be:9d,20:3a:07:0b:be:9f,34:a8:4e:67:e6:cf,34:a8:4e:47:99:f0,88:75:56:46:e4:12,88:75:56:46:e4:10,58:bf:ea:98:e5:f0,58:bf:ea:98:e5:f2,34:a8:4e:cd:1f:bf,34:a8:4e:cd:1f:be,34:a8:4e:cd:1f:b1,34:a8:4e:cd:1f:b0,34:a8:4e:91:cf:90,88:75:56:46:e4:1f,88:75:56:46:e4:1d,88:75:56:ca:c3:d2,34:a8:4e:c2:a0:1f,88:75:56:ca:c3:df,88:75:56:ca:c3:dd,58:bf:ea:98:e5:fd,34:a8:4e:c2:a0:10,88:75:56:ca:c3:d0,88:75:56:e8:08:2f,34:a8:4e:c2:a0:1d,88:75:56:e8:08:2d,88:75:56:e8:08:22,58:bf:ea:98:e5:ff,88:75:56:b6:5e:a0,20:3a:07:b7:c1:af,88:75:56:e8:08:20,20:3a:07:59:25:d0,20:3a:07:1a:df:90,88:75:56:b6:5e:af,20:3a:07:54:5c:80,34:a8:4e:c2:a0:12,88:75:56:b6:5e:a2,20:3a:07:1a:df:9d,20:3a:07:3f:95:bf,20:3a:07:fd:63:bf,88:75:56:b6:5e:ad,20:3a:07:59:25:d2,20:3a:07:3f:95:bd,20:3a:07:1a:df:9f,20:3a:07:3f:95:b0,20:3a:07:54:5c:82,20:3a:07:54:5c:8d,20:3a:07:54:5c:8f,88:75:56:2c:fb:70,20:3a:07:59:25:df,20:3a:07:fd:63:bd,20:3a:07:1a:df:92,88:75:56:2c:fb:72,20:3a:07:59:25:dd,88:75:56:2c:fb:7d,88:75:56:2c:fb:7f,24:01:c7:87:30:50,34:a8:4e:61:47:72,20:3a:07:23:4b:1d,34:a8:4e:61:47:70,20:3a:07:23:4b:10,34:a8:4e:0e:8f:90,20:3a:07:3f:95:b2,20:3a:07:ee:25:20,34:a8:4e:61:47:7d,34:a8:4e:0e:8f:92,20:3a:07:ee:25:2f,20:3a:07:ee:25:2d,24:01:c7:87:30:5d,20:3a:07:ee:25:22,34:a8:4e:61:47:7f,24:01:c7:87:30:52,24:01:c7:87:30:5f,34:a8:4e:0e:8f:9d,34:a8:4e:e0:0e:e0,34:a8:4e:0e:8f:9f,34:a8:4e:e0:0e:e2,24:01:c7:0b:62:62,88:75:56:bf:20:40,88:75:56:bf:20:4f,88:75:56:bf:20:42,88:75:56:bf:20:4d,34:a8:4e:fb:84:f0,24:01:c7:0b:62:60,24:01:c7:0b:62:6f,34:a8:4e:fb:84:ff,34:a8:4e:fb:84:f2,24:01:c7:0b:62:6d,34:a8:4e:fb:84:fd,cc:d5:39:2e:38:d2,cc:d5:39:2e:38:d0,cc:d5:39:9f:83:82,cc:d5:39:f5:2f:d2,cc:d5:39:bf:82:50,58:97:1e:ea:c3:e0,58:97:1e:ea:c3:e2,20:3a:07:14:48:a2,20:3a:07:23:4b:1f,20:3a:07:23:4b:12,20:3a:07:14:48:a0,20:3a:07:14:48:ad,20:3a:07:14:48:af,20:3a:07:7a:6d:ad,20:3a:07:b7:c1:ad,20:3a:07:b7:c1:a0,20:3a:07:b7:c1:a2,34:a8:4e:fc:b5:70,cc:d5:39:a1:3d:8d,cc:d5:39:a1:3d:8f,20:3a:07:46:f5:1f,20:3a:07:46:f5:1e,cc:d5:39:a1:3d:80,34:a8:4e:91:cf:9f,cc:d5:39:a1:3d:82,34:a8:4e:91:cf:9e,cc:d5:39:f5:2f:df,24:01:c7:29:38:b2,24:01:c7:3d:63:02,c0:62:6b:b6:2b:02,c0:62:6b:b6:2b:00,34:a8:4e:91:cf:91,88:75:56:e6:13:f0,34:a8:4e:fc:b5:71,88:75:56:e6:13:f1,88:75:56:ef:bc:af,5c:fc:66:cf:ac:62,e0:d1:73:64:87:c2,20:3a:07:46:f5:11,20:3a:07:46:f5:10,cc:d5:39:bf:82:52,cc:d5:39:9f:83:80,1c:e6:c7:78:65:22,24:01:c7:9b:0e:40,34:db:fd:2e:66:70
1454962795322,,,,,,-75,,-81,-72,-81,-74,-72,-71,-81,,-75,,,,-74,,,-62,-86,,,-61,,-78,-70,-81,,,-70,-81,,,-70,,-78,,,,-89,-78,,,,-84,,-78,-73,-75,,-60,,-75,,,,-78,,,,,,-83,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962798550,,,,,,-78,,,-79,-84,-80,-72,,-81,,-71,,,,-70,,-85,-58,-87,,,-57,,-77,-70,-81,,,-64,-81,,,-64,,-85,,,,-86,,,,,-82,,,,-77,,-68,,-78,,,,-76,,,,,-84,-80,-83,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962801769,,,,,,-78,,-82,-84,-81,-80,-88,-75,-79,,-66,,,,-67,,-83,-55,-87,,,-61,,-76,,,,,-69,,,,-68,,-77,,,,-77,,,,,-82,,-81,,-74,,-60,,-78,,,,-81,,,,,-90,-71,-77,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962804997,,,,,,-72,,-81,-85,-82,-83,-82,-73,-82,,-66,,,,-67,,-83,-56,,,,-61,-80,-68,-64,,,,-64,,,,-63,,-77,,,,-76,-81,,,,,,-80,,-67,,-62,,,-83,,,-71,-84,,,,-90,-77,-77,,-82,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962808243,,,,,,-74,,-78,-85,-78,-83,-85,-78,-82,,-64,,,,,,,-58,-69,,,,-70,-78,-57,-84,,,-68,-86,,,-67,,-69,,,,-69,-76,,,,,,-80,-79,-67,,-57,,-67,-73,,,-78,-73,,,,,-81,-79,,-82,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962811434,,,,,,-72,,-75,-86,-75,,-85,-81,,,-69,,,,,,,-56,-76,,,,-76,-81,-48,-84,,-89,-60,-86,,,-60,,-68,,,,-72,-75,,,,,,,-80,-62,,-49,,-64,-71,,,-78,-71,,,,,-81,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962814584,,,,,,-66,,-69,-86,-70,-80,,-66,,,-67,,,,-66,,,-55,-65,,,-56,-65,-73,-58,,,-89,-52,,,,-52,,-72,,,,-72,-75,,-89,,-71,,-74,-73,-67,,-49,-88,-69,-76,,,-74,-76,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962817726,,,,,,-71,,-74,-86,-74,-80,-86,-73,,,-67,,,,-73,,-84,-55,-69,,,-44,-69,-81,-56,-75,,-89,-53,-74,,,-52,,-70,,,,-69,-74,,-89,,-71,,-72,-70,-63,,-56,-88,-64,-78,,,-81,-78,,,,,-81,-81,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962820834,,,,,,-62,,-60,-86,-60,,-89,-59,,,,,,,-71,,-78,,-54,,,-47,-54,-81,-42,-80,,-86,-54,-80,,,-55,,-49,,-83,-83,-49,-72,,-85,,-81,,-72,-80,-63,,-42,,-54,-78,,-79,-80,-78,-74,,,,-83,,,,,-81,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962823987,,,,,,-61,,-62,,-62,,-89,-60,-84,,-64,,,,-63,,-81,-51,-56,,-80,-53,-56,-77,-45,-74,,-86,-54,-76,,,-53,,-55,,-80,-79,-56,-61,,-85,,-81,-77,-62,-76,-53,-84,-45,,-54,-69,,-79,-77,-69,-74,,,,-83,-80,,,,-81,-84,-82,-76,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962827167,,,,,,-60,,-57,,-57,,,-59,-84,,-64,,,,-63,,-77,-51,-59,,-77,-52,-59,-73,-39,-77,,,-61,-77,,,-61,,-53,,-80,-79,-53,-58,,,,-79,-77,-60,-79,-56,-89,-39,-87,-54,-69,,-81,-74,-69,,-81,,,,-80,,-79,-79,,,-82,-76,-80,-81,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962830271,,,,,,-60,,-58,,-58,,,-61,,,-73,,,,-73,,-81,-58,-54,,-77,-57,-54,-84,-39,-81,,-87,-65,-77,,,-64,,-43,,-90,-77,-44,-58,-87,,-87,-80,-77,-58,-79,-63,-82,-30,-82,-60,-73,,-77,-85,-73,-77,-81,,,,,,-82,-80,,-77,,-76,-80,-77,-88,-73,-89,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962833383,,,,,,-66,,-65,,-65,,,-68,,,-80,,,,-73,,-81,-54,-55,,,-57,-55,-84,-33,-81,,-87,-61,-83,,,-61,,-34,,-79,-78,-33,-56,-90,,-87,-84,-79,-58,,-63,-79,-32,-82,-66,-77,,-76,-85,-77,-75,,,,,,,-82,-80,,-75,,-74,-78,-75,-82,-73,-86,-75,-83,-90,-87,-88,-88,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962836563,,,,,,-52,,-60,,-60,,,-52,,,-80,,,,-79,,-79,-54,-65,,,-59,-65,-87,-36,-81,,,-67,-82,,,-66,,-36,,-91,-88,-35,-54,-90,,,-84,-79,-53,,-62,-87,-36,-88,-62,-77,,-76,-87,-77,-75,,,,,,,-77,-78,,-75,-81,-74,-82,-80,-82,-81,-86,-77,-83,-90,-87,-88,-88,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962839839,,,,,,-71,,-84,,-60,,,-52,,,-80,,,,-79,,-82,-58,-79,,,-59,-75,-87,-36,-82,,,-79,-82,,,-78,,-53,,-91,-88,-53,-54,,,,,,-59,,-69,-87,-36,-88,-69,-77,,,-91,-77,,,,,,,,-77,-78,,-74,-81,-70,-78,-80,,-79,,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962843103,,,,,,-81,,-86,,-88,,,,,,,,,,-82,,-82,-58,-79,,-81,-59,-74,-85,-46,-82,,,-83,,,,-83,,-63,,,,-64,-73,,,,,,-59,,-80,,,,-80,,,,-84,,,,,,,,,,-74,,-78,,-76,-78,,,-79,,-75,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962846249,,,,,,-81,,-88,,-88,,,,,,,,,,-76,,-75,,-74,,-81,-74,-74,-87,-51,,,,-83,,,,-83,,-65,,,,-65,-75,,,,,,-75,,-80,,-52,,-78,,,,-88,,,,,,,,,-70,-73,-75,-78,,-76,,,,,-86,-74,,,,,,,-89,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962849407,,,,,,-75,,-79,,-78,,,-74,,,-80,,,,-79,,-79,-69,-58,,-80,-71,-58,-89,-41,,,,-82,,,,-81,,-58,,,,-57,-70,,,,,,-75,,,,-45,,-79,-84,,,-88,,,,,,,,,-75,-73,-78,-74,,-75,-80,,-90,,-86,-74,-86,,,-88,,,-89,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962852540,,,,,,-75,,-66,,-66,,,-62,,,-84,,,,-84,,-73,-64,-48,,-80,-63,-47,-89,-41,-82,,,-65,,,,-65,,-54,,-80,-80,-54,-70,,,-85,,-70,-53,,-65,-84,-42,-83,-79,-83,,-77,,,-72,-75,,,,,,-75,,-62,-70,-80,-62,-81,-75,-82,-83,-83,-72,-86,,-91,-83,,,,,-89,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962855628,,,,,,,,-64,,-64,,,-62,,,-84,,,,-84,,-73,-64,-50,,-77,-63,-49,,-40,-82,,,-65,,,,-65,,-47,,-85,-85,-47,,-87,,-89,-87,-69,-53,,-65,-81,-40,-83,,-85,,-79,,,-69,-75,,,,,,,,-64,-65,-80,-63,-81,-75,-81,-83,-78,-64,-80,,-91,-78,-89,,,,-89,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962858741,,,,,,-56,,-63,,-62,,,-62,,,,,,,,,-76,-55,-54,,-75,-55,-54,,-39,-81,,,-59,-80,,,-58,,-51,,-83,-85,-51,-52,-87,,-89,-87,-70,-56,,-71,-81,-39,,-72,-85,,-78,,-85,-69,-76,,,,,,,-84,-64,-65,,-63,,-76,-83,-83,-83,-69,-83,,,-84,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962861904,,,,,,-54,,-68,,-68,,,-54,,,,,,,,,-73,-61,-48,,-73,-62,-48,,-46,-80,,,-63,-83,,,-63,,-54,,-84,,-54,-47,,,,,-67,-48,,-78,-86,-39,,-74,,,-69,,-85,-68,-68,,,,,,,-84,,-70,-68,-69,,-76,-81,,-79,-73,-80,,,-79,-89,-79,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962865083,,,,,,-57,,-69,,-68,,,-59,,,,,,,,,-74,-61,-44,,-77,-59,-44,,-46,-80,,,-65,-83,,,-63,,-53,,-82,-82,-54,-53,,,,,-67,-48,,-78,-81,-47,-79,-73,,,-69,,,-65,-68,,,,,,,,-53,-66,-72,-69,,,-68,,-81,-73,-71,,,-81,-81,-79,-87,,-83,-81,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962868274,,,,,,-57,,-71,,-71,,,-59,,,,,,,,,-74,-60,-41,,-77,-60,-41,,-46,,,,-64,,,,-64,,-58,,-78,-81,-57,-53,-82,,-80,,-56,-44,,-81,-84,-52,-84,-73,-90,,,,,-56,,,,,,,,,-62,-75,-72,-60,,-74,-74,,-81,-75,-74,,,-81,-81,-82,-81,-87,-83,-81,-81,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962871454,,,,,,-64,,-75,,-75,,,-65,,,,,,,,,-65,-60,-47,,-70,-65,-47,,-53,,,,-69,,,,-71,,-64,,-81,-81,-63,-38,-79,,-78,,-55,-37,,-84,-84,-56,-78,,-90,,-75,,,-60,-70,,,,,,,,-62,-75,-69,-60,,-74,-78,,,-84,-74,,,-91,-78,-79,-81,-91,-79,-79,-75,-75,-82,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962874784,,,,,,-64,,-75,,-75,,,-78,,,,,,,,,-69,,-69,,-70,-75,-69,,-53,,,,-69,,,,-82,,-68,,-81,,-68,-38,-79,,-78,,-55,-46,,-81,,-55,-78,,,,-75,,,-66,-70,,,,,,,,-63,-79,-84,-62,,,-71,,,-79,-70,,,-91,-78,-79,,-88,-79,-79,-81,-81,-82,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962878029,,,,,,,,,,,,,-78,,,,,,,,,-69,,-74,,,-75,-73,,-76,,,,,,,,-82,,-88,,,,-85,-67,,,,,-83,-65,,-81,,-69,,,,,,,,-79,,,,,,,,,-74,-79,-84,-77,,,-90,,,-79,-84,,,,,,,-88,-90,,-81,-81,,,-86,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962881272,,,,,,,,,,,,,,,,,,,,,,,,-71,,,,-71,,-70,,,,,,,,,,-88,,,,-85,-67,,,,,-83,-72,,,,-72,,,,,,,,-79,,,,,,,,,-75,-82,,-74,-83,,-83,,-84,-79,-84,,,,,,,,-90,-83,,,,,-86,-89,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962884455,,,,,,,,,,,,,,,,,,,,,,,,-71,,,,-71,,-68,,,,,,,,,,,,,,-82,,,,,,,-68,,,,-66,,,-91,,,,-88,,,,,,,,,,-72,-82,,-72,-84,,-74,,-84,-80,-74,,,-87,,,,,,-83,,,,,,,-80,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962887679,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,-85,,-65,,,,-89,,,,-88,,,,,,-82,,,,,,-81,-76,,,,-66,,,-82,,,,-82,,-84,,,,,,,,-73,-76,-80,-71,-84,,-81,,-82,-80,-81,-91,,-85,-87,,,,,,,,,,,,-72,-79,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962890927,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,-86,,-66,,,,-89,,,,-88,,-85,,,,,-76,,,,,-81,-75,,,,,,,-82,,,,-82,,-84,,,,,,,,-73,-76,-80,-65,-83,,-78,-80,-82,-74,-78,-91,-90,-87,-88,,,,,,,,,,,,-83,-79,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962894124,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,-86,,-71,,,,,,,,,,-85,,,,,-77,,,,,-82,-75,,-78,,-71,,-78,,,,,,,,,,,,,,,-66,,,-64,-84,,-75,-85,,-78,-76,,-90,-87,-88,,,,,,-81,-81,,,,,-83,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962897332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,,,,,,,,,,,,,,-89,-77,,,,,-82,-80,,-78,,-75,,-80,,,,,-91,-77,,,,,,,,,-61,-79,,-64,-82,,-74,-85,-85,-80,-74,,,,,,,,-81,,-82,-83,,,,,,,,-90,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962900495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,,-87,,,,-87,-78,,,,,,-80,,,,-75,,-82,-79,,,,-91,-69,,,,,,,,,-60,-73,,-61,-82,,-66,,-84,-80,-66,,,-84,-71,,,,-72,,-74,-83,,,,,,,,-85,-86,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454962903672,,,,,,,,,,,,,,,,,,,,,,,,-78,,,,-77,,-73,,,,,,,,,,-87,,,,-87,-78,,,,,-56,-75,,-71,,,,-72,-65,,,,-65,-59,,,,,,,,,-51,-71,,-50,,,-54,,-77,-71,-54,,-90,-77,-49,,,,-50,,-73,-73,,,,,,,,-83,-82,-88,-79,-79,-79,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
